url_num,code,content-length,ms,hit/miss
1,200,8137,547.750949859619,HIT
2,200,218554,336.814165115356,HIT
3,200,218554,257.176876068115,HIT
4,200,11656,62.762975692749,HIT
5,200,15608,96.9629287719727,HIT
6,200,15608,73.0249881744385,HIT
7,200,44959,116.051197052002,HIT
8,200,30196,90.2779102325439,HIT
9,200,34888,139.726877212524,HIT
10,200,34720,105.259895324707,HIT
11,200,34720,118.349075317383,HIT
12,200,49273,149.732828140259,HIT
13,200,49273,113.141059875488,HIT
14,200,32032,98.0899333953857,HIT
15,200,32032,84.5329761505127,HIT
16,200,3092,85.4132175445557,HIT
17,200,3092,53.3590316772461,HIT
18,200,131943,292.796850204468,MISS
18,200,131943,211.305141448975,HIT
19,200,7739,146.826028823853,HIT
20,200,5605,57.2869777679443,HIT
21,200,6590,92.1690464019775,HIT
22,200,18709,81.0611248016357,HIT
23,200,6052,55.3689002990723,HIT
24,200,15348,110.757827758789,HIT
25,200,13694,53.7879467010498,HIT
26,200,37540,100.789070129395,HIT
27,200,3610,49.9250888824463,HIT
28,200,9143,58.135986328125,HIT
29,200,2658,68.6261653900146,HIT
30,200,6828,116.044044494629,HIT
31,200,6853,51.9578456878662,HIT
32,200,18426,130.910158157349,HIT
33,200,258706,254.693031311035,HIT
34,200,66190,232.852935791016,HIT
35,200,24015,82.1700096130371,HIT
36,200,60043,143.091917037964,HIT
37,200,60043,131.548166275024,HIT
38,200,87593,265.124082565308,HIT
39,200,87593,250.311136245728,HIT
40,200,8817,104.712009429932,HIT
41,200,8817,134.567022323608,HIT
42,200,26487,80.8169841766357,HIT
43,200,26487,93.379020690918,HIT
44,200,5367,60.8851909637451,HIT
45,200,5367,97.2039699554443,HIT
46,200,423600,401.615142822266,HIT
47,200,638502,404.145956039429,HIT
48,200,638502,541.830062866211,HIT
49,200,8013,77.3630142211914,HIT
50,200,12205,81.8710327148438,HIT
51,200,894353,597.465991973877,HIT
52,200,153220,314.818143844604,HIT
53,200,39202,114.987850189209,HIT
54,200,32301,176.187038421631,HIT
55,200,22515,163.240909576416,HIT
56,200,1101,65.8578872680664,HIT
57,200,4753,90.5129909515381,HIT
58,200,28151,122.353076934814,HIT
59,200,19403,79.6267986297607,HIT
60,200,7349,140.789031982422,MISS
60,200,7349,50.0719547271729,HIT
61,200,186533,224.717855453491,HIT
62,200,10230,55.4070472717285,HIT
63,200,10230,56.2179088592529,HIT
64,200,13548,154.900074005127,HIT
65,200,13548,427.79803276062,HIT
66,200,25876,176.78689956665,HIT
67,200,30148,88.7799263000488,HIT
68,200,29828,85.9379768371582,HIT
69,200,42386,179.054021835327,HIT
70,200,26931,195.389986038208,HIT
71,200,2938,56.6670894622803,HIT
72,200,115172,237.972021102905,HIT
73,200,6919,76.2171745300293,HIT
74,200,5175,108.931064605713,HIT
75,200,6341,114.945888519287,MISS
75,200,6341,53.7779331207275,HIT
76,200,17441,122.96199798584,MISS
76,200,17441,127.439022064209,HIT
77,200,5307,53.8661479949951,HIT
78,200,13335,87.4159336090088,HIT
79,200,11794,71.0198879241943,HIT
80,200,32027,217.025995254517,MISS
80,200,32027,82.5569629669189,HIT
81,200,3263,60.3628158569336,HIT
82,200,7931,54.959774017334,HIT
83,200,2446,55.1450252532959,HIT
84,200,5980,139.347076416016,MISS
84,200,5980,53.5898208618164,HIT
85,200,6053,385.84303855896,MISS
85,200,6053,49.2789745330811,HIT
86,200,16031,78.4869194030762,HIT
87,200,230208,348.209142684937,HIT
88,200,57620,134.629964828491,HIT
89,200,20745,84.4359397888184,HIT
90,200,55474,234.878063201904,HIT
91,200,81448,182.106971740723,HIT
92,200,81448,150.488138198853,HIT
93,200,8590,98.628044128418,HIT
94,200,8590,89.4770622253418,HIT
95,200,24798,84.92112159729,HIT
96,200,24798,91.926097869873,HIT
97,200,5125,82.0717811584473,HIT
98,200,408445,617.522954940796,MISS
98,200,408445,433.246850967407,HIT
99,200,619936,461.137056350708,HIT
100,200,619936,452.973127365112,HIT
101,200,7490,125.367879867554,MISS
101,200,7490,54.1718006134033,HIT
102,200,9786,108.073949813843,MISS
102,200,9786,106.307983398438,HIT
103,200,135050,469.519138336182,MISS
103,200,135050,197.209119796753,HIT
104,200,33872,234.768867492676,MISS
104,200,33872,104.168176651001,HIT
105,200,27795,149.736166000366,MISS
105,200,27795,84.197998046875,HIT
106,200,19650,200.664043426514,MISS
106,200,19650,77.8558254241943,HIT
107,200,1069,105.19003868103,MISS
107,200,1069,48.4790802001953,HIT
108,200,4325,99.5941162109375,MISS
108,200,4325,53.1389713287354,HIT
109,200,26045,153.279066085815,MISS
109,200,26045,87.6638889312744,HIT
110,200,17389,126.693964004517,MISS
110,200,17389,119.817972183228,HIT
111,200,7912,115.065813064575,MISS
111,200,7912,71.9089508056641,HIT
112,200,7912,114.609956741333,HIT
113,200,225595,380.07378578186,MISS
113,200,225595,256.833076477051,HIT
114,200,11752,408.991098403931,MISS
114,200,11752,61.8770122528076,HIT
115,200,11752,53.7610054016113,HIT
116,200,15178,479.025840759277,MISS
116,200,15178,106.081008911133,HIT
117,200,15178,71.6288089752197,HIT
118,200,46697,181.434154510498,MISS
118,200,46697,208.213090896606,HIT
119,200,30050,173.289060592651,MISS
119,200,30050,176.496982574463,HIT
120,200,30050,101.953029632568,HIT
121,200,34773,197.44610786438,MISS
121,200,34773,128.021955490112,HIT
122,200,6289,422.18804359436,MISS
122,200,6289,73.6129283905029,HIT
123,200,34524,926.925897598267,MISS
123,200,34524,85.8030319213867,HIT
124,200,49736,874.246120452881,MISS
124,200,49736,113.070964813232,HIT
125,200,31640,211.611032485962,MISS
125,200,31640,80.4858207702637,HIT
126,200,31640,82.3547840118408,HIT
127,200,2987,156.079053878784,MISS
127,200,2987,66.3101673126221,HIT
128,200,2987,60.0290298461914,HIT
129,200,136768,363.280057907104,MISS
129,200,136768,327.799081802368,HIT
130,200,7495,117.645978927612,MISS
130,200,7495,111.469984054565,HIT
131,200,5376,109.816074371338,MISS
131,200,5376,72.1371173858643,HIT
132,200,6595,120.888948440552,MISS
132,200,6595,57.2750568389893,HIT
133,200,18806,124.050140380859,MISS
133,200,18806,129.067897796631,HIT
134,200,5798,154.307126998901,MISS
134,200,5798,49.9589443206787,HIT
135,200,15416,183.830976486206,MISS
135,200,15416,136.344909667969,HIT
136,200,13573,413.77592086792,HIT
137,200,38276,229.851007461548,MISS
137,200,38276,126.228094100952,HIT
138,200,3343,52.5369644165039,HIT
139,200,8920,110.419034957886,MISS
139,200,8920,49.9370098114014,HIT
140,200,2531,112.897157669067,MISS
140,200,2531,72.1070766448975,HIT
141,200,6526,231.515169143677,MISS
141,200,6526,75.1760005950928,HIT
142,200,6743,104.053974151611,MISS
142,200,6743,71.6431140899658,HIT
143,200,18470,153.043031692505,MISS
143,200,18470,128.870010375977,HIT
144,200,274052,329.254150390625,MISS
144,200,274052,429.508924484253,HIT
145,200,67339,519.060850143433,MISS
145,200,67339,127.222061157227,HIT
146,200,23666,187.427997589111,MISS
146,200,23666,86.8098735809326,HIT
147,200,63069,177.864074707031,MISS
147,200,63069,156.965017318726,HIT
148,200,63069,1053.866147995,MISS
148,200,63069,152.055978775024,HIT
149,200,93066,354.485988616943,MISS
149,200,93066,156.757116317749,HIT
150,200,47752,204.503059387207,MISS
150,200,47752,133.234024047852,HIT
151,200,93066,269.12522315979,HIT
152,200,8808,592.062950134277,MISS
152,200,8808,154.752016067505,HIT
