isp,cdn,content_length,stdev
twcny,akamai,382000,21.225006
twcny,akamai,383000,136.619820
twcny,akamai,385000,34.934429
twcny,akamai,386000,47.474625
twcny,akamai,387000,63.737518
twcny,akamai,388000,22.480011
twcny,akamai,389000,26.720001
twcny,akamai,390000,78.764380
twcny,akamai,393000,21.919998
twcny,akamai,394000,7.085022
twcny,akamai,395000,342.382268
twcny,akamai,397000,38.009995
twcny,akamai,399000,41.569143
twcny,akamai,400000,46.116811
twcny,akamai,402000,41.859571
twcny,akamai,404000,10.949997
twcny,akamai,405000,154.396679
twcny,akamai,408000,54.309894
twcny,akamai,410000,58.506295
twcny,akamai,411000,39.187155
twcny,akamai,412000,39.157341
twcny,akamai,414000,30.296586
twcny,akamai,415000,357.214604
twcny,akamai,416000,14.405996
twcny,akamai,417000,348.619995
twcny,akamai,418000,71.645004
twcny,akamai,419000,20.290009
twcny,akamai,420000,11.340027
twcny,akamai,421000,41.572336
twcny,akamai,422000,409.301739
twcny,akamai,423000,54.261610
twcny,akamai,424000,17.080002
twcny,akamai,425000,18.234985
twcny,akamai,427000,27.234985
twcny,akamai,428000,80.568041
twcny,akamai,429000,80.471013
twcny,akamai,431000,19.059998
twcny,akamai,432000,39.464987
twcny,akamai,435000,65.528713
twcny,akamai,436000,17.250000
twcny,akamai,437000,106.456191
twcny,akamai,438000,20.964996
twcny,akamai,441000,99.065524
twcny,akamai,442000,8.500000
twcny,akamai,443000,43.111693
twcny,akamai,447000,77.919983
twcny,akamai,448000,136.404999
twcny,akamai,449000,44.622724
twcny,akamai,451000,57.080032
twcny,akamai,453000,37.120606
twcny,akamai,455000,44.315002
twcny,akamai,456000,46.119995
twcny,akamai,457000,78.459991
twcny,akamai,461000,33.604980
twcny,akamai,462000,18.622947
twcny,akamai,463000,35.315759
twcny,akamai,464000,15.415009
twcny,akamai,466000,29.785004
twcny,akamai,468000,176.979273
twcny,akamai,470000,77.475006
twcny,akamai,471000,176.711306
twcny,akamai,472000,26.859817
twcny,akamai,473000,5.615005
twcny,akamai,474000,3.165009
twcny,akamai,478000,49.079987
twcny,akamai,480000,133.776726
twcny,akamai,481000,171.038289
twcny,akamai,482000,50.509995
twcny,akamai,483000,63.791960
twcny,akamai,484000,27.590576
twcny,akamai,485000,37.765015
twcny,akamai,486000,19.575012
twcny,akamai,490000,25.965012
twcny,akamai,491000,5.190002
twcny,akamai,492000,15.308863
twcny,akamai,493000,2.299988
twcny,akamai,494000,79.080002
twcny,akamai,495000,21.204608
twcny,akamai,497000,0.790009
twcny,akamai,503000,30.875445
twcny,akamai,504000,37.235016
twcny,akamai,505000,12.475006
twcny,akamai,507000,86.724610
twcny,akamai,508000,36.680212
twcny,akamai,510000,224.685263
twcny,akamai,511000,23.885323
twcny,akamai,513000,13.290009
twcny,akamai,514000,50.618731
twcny,akamai,517000,3.160004
twcny,akamai,518000,55.913709
twcny,akamai,521000,72.295387
twcny,akamai,522000,67.990410
twcny,akamai,523000,34.124134
twcny,akamai,526000,0.285004
twcny,akamai,529000,12.959991
twcny,akamai,530000,44.545356
twcny,akamai,532000,18.796673
twcny,akamai,533000,25.964996
twcny,akamai,534000,192.969851
twcny,akamai,538000,52.210001
twcny,akamai,539000,43.639984
twcny,akamai,545000,45.739742
twcny,akamai,546000,158.747213
twcny,akamai,547000,207.937643
twcny,akamai,549000,15.850006
twcny,akamai,550000,17.019989
twcny,akamai,551000,34.779028
twcny,akamai,552000,25.082030
twcny,akamai,553000,59.604805
twcny,akamai,555000,31.244995
twcny,akamai,556000,92.519364
twcny,akamai,563000,4.690002
twcny,akamai,564000,32.744008
twcny,akamai,568000,135.075012
twcny,akamai,570000,300.898258
twcny,akamai,572000,23.921736
twcny,akamai,575000,26.994445
twcny,akamai,577000,100.497823
twcny,akamai,578000,37.345712
twcny,akamai,579000,33.165486
twcny,akamai,588000,38.011774
twcny,akamai,591000,5.279999
twcny,akamai,593000,27.199515
twcny,akamai,595000,231.777166
twcny,akamai,597000,26.515865
twcny,akamai,599000,277.944426
twcny,akamai,600000,43.167485
twcny,akamai,606000,62.563772
twcny,akamai,609000,37.940002
twcny,akamai,610000,3.033686
twcny,akamai,612000,56.304993
twcny,akamai,615000,43.011839
twcny,akamai,616000,125.121046
twcny,akamai,618000,54.458530
twcny,akamai,619000,39.343476
twcny,akamai,620000,43.821883
twcny,akamai,621000,83.324220
twcny,akamai,622000,62.007689
twcny,akamai,623000,55.597110
twcny,akamai,624000,334.996880
twcny,akamai,625000,389.897949
twcny,akamai,627000,88.069684
twcny,akamai,630000,22.462095
twcny,akamai,631000,29.265163
twcny,akamai,632000,318.514981
twcny,akamai,633000,1.769989
twcny,akamai,638000,34.468165
twcny,akamai,639000,33.046119
twcny,akamai,641000,23.156609
twcny,akamai,643000,221.923894
twcny,akamai,644000,212.720751
twcny,akamai,645000,51.636161
twcny,akamai,646000,46.575012
twcny,akamai,648000,52.575012
twcny,akamai,650000,393.011315
twcny,akamai,652000,77.239860
twcny,akamai,653000,32.010392
twcny,akamai,654000,65.418160
twcny,akamai,655000,25.925475
twcny,akamai,659000,213.719394
twcny,akamai,669000,21.019225
twcny,akamai,670000,42.526394
twcny,akamai,673000,34.109985
twcny,akamai,681000,70.174988
twcny,akamai,682000,101.350490
twcny,akamai,684000,51.252356
twcny,akamai,685000,151.137547
twcny,akamai,688000,359.894141
twcny,akamai,689000,26.012884
twcny,akamai,690000,84.875000
twcny,akamai,691000,39.871560
twcny,akamai,693000,34.425296
twcny,akamai,695000,134.785004
twcny,akamai,698000,131.904905
twcny,akamai,701000,27.364990
twcny,akamai,706000,87.274937
twcny,akamai,708000,62.105616
twcny,akamai,711000,662.473584
twcny,akamai,712000,286.530029
twcny,akamai,713000,54.421070
twcny,akamai,716000,25.612260
twcny,akamai,717000,166.196224
twcny,akamai,718000,13.899994
twcny,akamai,719000,306.770094
twcny,akamai,720000,58.079987
twcny,akamai,722000,55.649994
twcny,akamai,723000,12.519989
twcny,akamai,725000,0.850006
twcny,akamai,727000,285.122004
twcny,akamai,729000,166.513764
twcny,akamai,731000,39.909482
twcny,akamai,732000,217.288189
twcny,akamai,735000,53.608170
twcny,akamai,743000,264.573377
twcny,akamai,745000,43.799354
twcny,akamai,746000,448.322003
twcny,akamai,748000,302.008769
twcny,akamai,752000,130.600857
twcny,akamai,754000,87.074982
twcny,akamai,758000,35.699135
twcny,akamai,766000,88.092320
twcny,akamai,769000,28.904999
twcny,akamai,774000,46.079569
twcny,akamai,775000,111.620580
twcny,akamai,779000,70.906410
twcny,akamai,781000,132.700698
twcny,akamai,782000,26.309998
twcny,akamai,785000,37.488991
twcny,akamai,787000,91.334724
twcny,akamai,788000,31.459991
twcny,akamai,790000,198.394989
twcny,akamai,791000,36.611378
twcny,akamai,799000,1243.954378
twcny,akamai,800000,90.598605
twcny,akamai,801000,175.295523
twcny,akamai,807000,40.234629
twcny,akamai,812000,263.397091
twcny,akamai,813000,99.604980
twcny,akamai,817000,18.011138
twcny,akamai,818000,381.992345
twcny,akamai,822000,98.255750
twcny,akamai,824000,188.974630
twcny,akamai,826000,114.324595
twcny,akamai,833000,158.053719
twcny,akamai,844000,24.424988
twcny,akamai,846000,117.884417
twcny,akamai,849000,111.802803
twcny,akamai,860000,47.959991
twcny,akamai,861000,21.122676
twcny,akamai,869000,272.044277
twcny,akamai,877000,35.385109
twcny,akamai,882000,297.620712
twcny,akamai,890000,7.415009
twcny,akamai,894000,0.614990
twcny,akamai,912000,36.995232
twcny,akamai,913000,201.641462
twcny,akamai,924000,31.906670
twcny,akamai,926000,473.523078
twcny,akamai,936000,19.142948
twcny,akamai,943000,39.510010
twcny,akamai,946000,32.351760
twcny,akamai,955000,310.952906
twcny,akamai,959000,17.968678
twcny,akamai,965000,205.418402
twcny,akamai,969000,45.012637
twcny,akamai,976000,38.633264
twcny,akamai,982000,126.159011
twcny,akamai,998000,154.421267
twcny,akamai,1012000,36.085862
twcny,akamai,1015000,335.093798
twcny,akamai,1016000,51.928262
twcny,akamai,1033000,53.616108
twcny,akamai,1040000,128.847222
twcny,akamai,1048000,63.757092
twcny,akamai,1065000,418.173955
twcny,akamai,1069000,183.353457
twcny,akamai,1072000,244.971204
twcny,akamai,1082000,42.307998
twcny,akamai,1084000,41.028096
twcny,akamai,1098000,51.979468
twcny,akamai,1106000,75.011642
twcny,akamai,1113000,18.077875
twcny,akamai,1118000,68.959991
twcny,akamai,1149000,67.286295
twcny,akamai,1155000,118.737304
twcny,akamai,1210000,20.924988
twcny,akamai,1220000,53.083566
twcny,akamai,1243000,29.304993
twcny,akamai,1254000,159.569179
twcny,akamai,1337000,46.460022
twcny,akamai,1341000,0.175018
twcny,edgecast,0,100.789712
twcny,edgecast,1000,99.536407
twcny,edgecast,2000,135.632036
twcny,edgecast,3000,232.282251
twcny,edgecast,4000,182.924704
twcny,edgecast,5000,213.577921
twcny,edgecast,6000,178.866003
twcny,edgecast,7000,168.537851
twcny,edgecast,8000,182.617961
twcny,edgecast,9000,189.191470
twcny,edgecast,10000,169.436387
twcny,edgecast,11000,160.945638
twcny,edgecast,12000,179.025138
twcny,edgecast,13000,166.153794
twcny,edgecast,14000,259.500920
twcny,edgecast,15000,174.148563
twcny,edgecast,16000,281.705926
twcny,edgecast,17000,141.277358
twcny,edgecast,18000,175.306757
twcny,edgecast,19000,167.435056
twcny,edgecast,20000,239.101661
twcny,edgecast,21000,203.737822
twcny,edgecast,22000,245.383083
twcny,edgecast,23000,167.869838
twcny,edgecast,24000,138.692855
twcny,edgecast,25000,177.806636
twcny,edgecast,26000,170.189253
twcny,edgecast,27000,227.665271
twcny,edgecast,28000,171.366560
twcny,edgecast,29000,201.456680
twcny,edgecast,30000,163.598441
twcny,edgecast,31000,211.595823
twcny,edgecast,32000,267.323581
twcny,edgecast,33000,222.130323
twcny,edgecast,34000,277.541731
twcny,edgecast,35000,171.299183
twcny,edgecast,36000,308.830743
twcny,edgecast,37000,210.846455
twcny,edgecast,38000,205.117893
twcny,edgecast,39000,172.539331
twcny,edgecast,40000,152.381607
twcny,edgecast,41000,166.885106
twcny,edgecast,42000,187.599242
twcny,edgecast,43000,188.269878
twcny,edgecast,44000,207.525233
twcny,edgecast,45000,204.148938
twcny,edgecast,46000,231.036611
twcny,edgecast,47000,154.157562
twcny,edgecast,48000,135.750838
twcny,edgecast,49000,263.024762
twcny,edgecast,50000,187.544075
twcny,edgecast,51000,165.816711
twcny,edgecast,52000,188.753186
twcny,edgecast,53000,106.528812
twcny,edgecast,54000,264.159034
twcny,edgecast,55000,225.522749
twcny,edgecast,56000,183.293177
twcny,edgecast,57000,346.196657
twcny,edgecast,58000,251.159075
twcny,edgecast,59000,208.066910
twcny,edgecast,60000,266.078540
twcny,edgecast,61000,224.487787
twcny,edgecast,62000,131.485367
twcny,edgecast,63000,270.187462
twcny,edgecast,64000,72.525491
twcny,edgecast,65000,498.119256
twcny,edgecast,66000,306.522223
twcny,edgecast,67000,302.260701
twcny,edgecast,68000,173.590315
twcny,edgecast,69000,259.579357
twcny,edgecast,70000,177.438419
twcny,edgecast,71000,237.089256
twcny,edgecast,72000,180.456867
twcny,edgecast,73000,276.784903
twcny,edgecast,74000,211.697687
twcny,edgecast,75000,81.859413
twcny,edgecast,76000,159.585614
twcny,edgecast,77000,80.048355
twcny,edgecast,78000,153.334918
twcny,edgecast,79000,307.854085
twcny,edgecast,80000,317.234823
twcny,edgecast,81000,122.045339
twcny,edgecast,82000,764.672333
twcny,edgecast,83000,371.638857
twcny,edgecast,84000,321.715782
twcny,edgecast,85000,159.640690
twcny,edgecast,86000,344.420214
twcny,edgecast,87000,329.654130
twcny,edgecast,88000,216.123185
twcny,edgecast,89000,251.223912
twcny,edgecast,90000,161.164347
twcny,edgecast,91000,238.442118
twcny,edgecast,92000,307.246719
twcny,edgecast,93000,226.114571
twcny,edgecast,94000,202.447672
twcny,edgecast,95000,152.348229
twcny,edgecast,96000,265.247686
twcny,edgecast,97000,296.772042
twcny,edgecast,98000,55.567828
twcny,edgecast,99000,566.844733
twcny,edgecast,100000,49.855658
twcny,edgecast,101000,433.946021
twcny,edgecast,102000,77.457138
twcny,edgecast,103000,217.429953
twcny,edgecast,104000,316.918468
twcny,edgecast,105000,366.011811
twcny,edgecast,106000,267.799935
twcny,edgecast,107000,626.074594
twcny,edgecast,109000,60.117888
twcny,edgecast,110000,77.860404
twcny,edgecast,111000,337.485727
twcny,edgecast,112000,259.790191
twcny,edgecast,113000,62.981244
twcny,edgecast,114000,31.965946
twcny,edgecast,115000,518.582651
twcny,edgecast,116000,89.347137
twcny,edgecast,117000,80.924237
twcny,edgecast,118000,422.198890
twcny,edgecast,119000,547.644169
twcny,edgecast,120000,63.643786
twcny,edgecast,121000,63.452852
twcny,edgecast,122000,120.528485
twcny,edgecast,123000,365.221995
twcny,edgecast,124000,850.736077
twcny,edgecast,125000,93.266178
twcny,edgecast,126000,202.412831
twcny,edgecast,127000,137.661665
twcny,edgecast,128000,56.735407
twcny,edgecast,129000,109.910404
twcny,edgecast,130000,312.737770
twcny,edgecast,131000,84.144406
twcny,edgecast,132000,62.052533
twcny,edgecast,133000,51.669206
twcny,edgecast,134000,416.953680
twcny,edgecast,135000,98.954785
twcny,edgecast,136000,316.779238
twcny,edgecast,137000,117.350534
twcny,edgecast,138000,71.036003
twcny,edgecast,139000,80.357453
twcny,edgecast,140000,639.980789
twcny,edgecast,141000,68.684993
twcny,edgecast,142000,336.657025
twcny,edgecast,143000,56.316842
twcny,edgecast,144000,92.345894
twcny,edgecast,145000,462.776293
twcny,edgecast,146000,72.937985
twcny,edgecast,147000,378.515390
twcny,edgecast,148000,55.420190
twcny,edgecast,149000,504.880526
twcny,edgecast,150000,304.306019
twcny,edgecast,151000,87.660570
twcny,edgecast,152000,371.653341
twcny,edgecast,153000,55.323321
twcny,edgecast,154000,82.095235
twcny,edgecast,155000,56.829593
twcny,edgecast,156000,40.896673
twcny,edgecast,157000,251.766912
twcny,edgecast,158000,674.149278
twcny,edgecast,159000,74.201186
twcny,edgecast,160000,616.214874
twcny,edgecast,161000,433.108096
twcny,edgecast,162000,270.036697
twcny,edgecast,163000,78.762167
twcny,edgecast,164000,826.519494
twcny,edgecast,165000,55.445000
twcny,edgecast,166000,588.600465
twcny,edgecast,167000,61.342152
twcny,edgecast,168000,49.619861
twcny,edgecast,169000,85.695925
twcny,edgecast,170000,657.361891
twcny,edgecast,171000,581.282747
twcny,edgecast,172000,513.918716
twcny,edgecast,173000,48.017660
twcny,edgecast,174000,788.740005
twcny,edgecast,175000,360.179386
twcny,edgecast,176000,3337.610849
twcny,edgecast,177000,90.464996
twcny,edgecast,179000,25.746361
twcny,edgecast,180000,76.651841
twcny,edgecast,181000,48.133683
twcny,edgecast,182000,485.838296
twcny,edgecast,183000,224.240686
twcny,edgecast,184000,82.943045
twcny,edgecast,185000,63.380342
twcny,edgecast,186000,42.834878
twcny,edgecast,187000,53.478993
twcny,edgecast,188000,26.715742
twcny,edgecast,189000,117.413332
twcny,edgecast,190000,565.634865
twcny,edgecast,191000,71.311688
twcny,edgecast,192000,395.888576
twcny,edgecast,193000,1162.004515
twcny,edgecast,195000,102.598356
twcny,edgecast,196000,102.870930
twcny,edgecast,197000,550.934327
twcny,edgecast,198000,41.451752
twcny,edgecast,199000,446.133111
twcny,edgecast,200000,301.543977
twcny,edgecast,201000,254.846086
twcny,edgecast,202000,75.674011
twcny,edgecast,203000,498.113364
twcny,edgecast,204000,40.759151
twcny,edgecast,205000,70.219813
twcny,edgecast,206000,64.406284
twcny,edgecast,207000,668.117926
twcny,edgecast,208000,50.743800
twcny,edgecast,209000,39.445099
twcny,edgecast,210000,322.663818
twcny,edgecast,211000,906.139954
twcny,edgecast,212000,282.016060
twcny,edgecast,213000,379.427130
twcny,edgecast,214000,220.775002
twcny,edgecast,215000,44.308225
twcny,edgecast,216000,479.283701
twcny,edgecast,217000,556.171463
twcny,edgecast,218000,105.148887
twcny,edgecast,219000,55.495100
twcny,edgecast,220000,55.277451
twcny,edgecast,221000,55.240436
twcny,edgecast,222000,107.735001
twcny,edgecast,223000,407.081163
twcny,edgecast,224000,143.064288
twcny,edgecast,225000,75.295402
twcny,edgecast,226000,450.917544
twcny,edgecast,227000,70.654909
twcny,edgecast,228000,444.628217
twcny,edgecast,229000,63.100998
twcny,edgecast,230000,8.144365
twcny,edgecast,231000,653.187183
twcny,edgecast,232000,71.644771
twcny,edgecast,233000,386.315114
twcny,edgecast,234000,33.553542
twcny,edgecast,235000,59.818511
twcny,edgecast,236000,574.678244
