isp,cdn,content_length,stdev
twcny,edgecast,237000,27.649870
twcny,edgecast,238000,381.435135
twcny,edgecast,239000,57.230633
twcny,edgecast,240000,738.278180
twcny,edgecast,241000,67.502931
twcny,edgecast,242000,82.617772
twcny,edgecast,243000,32.730017
twcny,edgecast,244000,62.837028
twcny,edgecast,245000,90.504990
twcny,edgecast,246000,437.897596
twcny,edgecast,247000,327.306064
twcny,edgecast,248000,899.073083
twcny,edgecast,249000,43.261819
twcny,edgecast,250000,813.010339
twcny,edgecast,251000,28.309008
twcny,edgecast,252000,66.603196
twcny,edgecast,253000,407.363365
twcny,edgecast,254000,94.044987
twcny,edgecast,255000,37.549702
twcny,edgecast,256000,82.151795
twcny,edgecast,257000,77.632957
twcny,edgecast,258000,255.948627
twcny,edgecast,259000,164.555318
twcny,edgecast,260000,44.834135
twcny,edgecast,261000,27.985001
twcny,edgecast,262000,91.821217
twcny,edgecast,263000,469.648800
twcny,edgecast,264000,74.260315
twcny,edgecast,265000,67.281221
twcny,edgecast,266000,12.604996
twcny,edgecast,267000,64.090791
twcny,edgecast,268000,194.778875
twcny,edgecast,269000,90.316163
twcny,edgecast,271000,10.875000
twcny,edgecast,272000,53.581797
twcny,edgecast,273000,1060.764667
twcny,edgecast,274000,269.693858
twcny,edgecast,275000,39.139999
twcny,edgecast,276000,52.829091
twcny,edgecast,277000,29.795013
twcny,edgecast,278000,654.413075
twcny,edgecast,279000,73.877523
twcny,edgecast,281000,52.393645
twcny,edgecast,282000,484.818265
twcny,edgecast,283000,23.070465
twcny,edgecast,286000,73.113729
twcny,edgecast,288000,127.480663
twcny,edgecast,289000,56.674227
twcny,edgecast,290000,104.758388
twcny,edgecast,291000,38.134995
twcny,edgecast,292000,54.410004
twcny,edgecast,293000,77.645459
twcny,edgecast,296000,43.901073
twcny,edgecast,297000,882.899994
twcny,edgecast,298000,404.219441
twcny,edgecast,299000,35.845001
twcny,edgecast,300000,124.434998
twcny,edgecast,301000,69.126311
twcny,edgecast,302000,348.760844
twcny,edgecast,304000,69.334179
twcny,edgecast,305000,72.779999
twcny,edgecast,306000,18.505005
twcny,edgecast,307000,76.271844
twcny,edgecast,308000,1083.180940
twcny,edgecast,309000,45.425712
twcny,edgecast,310000,26.285004
twcny,edgecast,311000,105.795013
twcny,edgecast,312000,83.810013
twcny,edgecast,314000,110.922654
twcny,edgecast,315000,294.775055
twcny,edgecast,316000,1350.942715
twcny,edgecast,320000,33.005005
twcny,edgecast,323000,218.474991
twcny,edgecast,324000,53.554993
twcny,edgecast,325000,54.010010
twcny,edgecast,326000,59.935229
twcny,edgecast,327000,600.319592
twcny,edgecast,328000,1192.265360
twcny,edgecast,329000,63.736656
twcny,edgecast,330000,74.704351
twcny,edgecast,331000,83.188515
twcny,edgecast,332000,46.350006
twcny,edgecast,333000,63.255005
twcny,edgecast,334000,56.046121
twcny,edgecast,335000,40.020004
twcny,edgecast,336000,1122.694946
twcny,edgecast,337000,103.199947
twcny,edgecast,339000,800.587221
twcny,edgecast,340000,82.089463
twcny,edgecast,342000,98.104996
twcny,edgecast,343000,49.310013
twcny,edgecast,346000,1254.892536
twcny,edgecast,347000,185.330983
twcny,edgecast,348000,78.619147
twcny,edgecast,349000,91.590012
twcny,edgecast,351000,79.488732
twcny,edgecast,353000,77.034341
twcny,edgecast,354000,141.042005
twcny,edgecast,356000,26.981749
twcny,edgecast,357000,46.174384
twcny,edgecast,359000,65.963622
twcny,edgecast,361000,116.056468
twcny,edgecast,365000,819.148292
twcny,edgecast,366000,57.145119
twcny,edgecast,369000,19.801346
twcny,edgecast,370000,730.967878
twcny,edgecast,371000,64.268143
twcny,edgecast,372000,75.578233
twcny,edgecast,374000,30.031033
twcny,edgecast,375000,16.769425
twcny,edgecast,376000,1058.184998
twcny,edgecast,378000,49.300003
twcny,edgecast,379000,985.223319
twcny,edgecast,380000,31.101991
twcny,edgecast,381000,97.584991
twcny,edgecast,382000,66.615005
twcny,edgecast,383000,1335.781590
twcny,edgecast,385000,82.526355
twcny,edgecast,386000,79.943825
twcny,edgecast,387000,83.983286
twcny,edgecast,388000,44.284988
twcny,edgecast,389000,62.210007
twcny,edgecast,390000,979.980260
twcny,edgecast,393000,970.569977
twcny,edgecast,394000,100.570007
twcny,edgecast,395000,74.524694
twcny,edgecast,397000,125.654984
twcny,edgecast,399000,944.717599
twcny,edgecast,400000,85.038053
twcny,edgecast,402000,68.239490
twcny,edgecast,404000,5.339996
twcny,edgecast,405000,94.142088
twcny,edgecast,408000,758.024209
twcny,edgecast,410000,64.637202
twcny,edgecast,411000,384.174788
twcny,edgecast,412000,72.613431
twcny,edgecast,414000,924.611676
twcny,edgecast,415000,650.714582
twcny,edgecast,416000,480.587980
twcny,edgecast,417000,37.535004
twcny,edgecast,418000,32.160004
twcny,edgecast,419000,95.764999
twcny,edgecast,420000,83.595001
twcny,edgecast,421000,1166.117458
twcny,edgecast,422000,72.580671
twcny,edgecast,423000,75.132711
twcny,edgecast,424000,302.220001
twcny,edgecast,425000,1369.499985
twcny,edgecast,427000,65.445007
twcny,edgecast,428000,289.379685
twcny,edgecast,429000,53.824986
twcny,edgecast,431000,38.250015
twcny,edgecast,432000,149.377797
twcny,edgecast,435000,157.972881
twcny,edgecast,436000,166.675018
twcny,edgecast,437000,272.192698
twcny,edgecast,438000,1213.099976
twcny,edgecast,441000,43.318440
twcny,edgecast,442000,31.559982
twcny,edgecast,443000,93.014647
twcny,edgecast,447000,13.960007
twcny,edgecast,448000,391.835022
twcny,edgecast,449000,672.872224
twcny,edgecast,451000,43.452070
twcny,edgecast,453000,79.605298
twcny,edgecast,455000,36.800003
twcny,edgecast,456000,1298.170044
twcny,edgecast,457000,33.454987
twcny,edgecast,461000,103.125000
twcny,edgecast,462000,54.541159
twcny,edgecast,463000,25.861066
twcny,edgecast,464000,40.620010
twcny,edgecast,466000,1427.775009
twcny,edgecast,468000,44.470053
twcny,edgecast,470000,103.320007
twcny,edgecast,471000,429.495627
twcny,edgecast,472000,88.174341
twcny,edgecast,473000,6.734985
twcny,edgecast,474000,56.525009
twcny,edgecast,478000,30.690002
twcny,edgecast,480000,700.635966
twcny,edgecast,481000,985.992279
twcny,edgecast,482000,1171.190033
twcny,edgecast,483000,75.902160
twcny,edgecast,484000,895.775450
twcny,edgecast,485000,64.334991
twcny,edgecast,486000,11.500015
twcny,edgecast,490000,63.769989
twcny,edgecast,491000,117.500000
twcny,edgecast,492000,718.352634
twcny,edgecast,493000,76.369995
twcny,edgecast,494000,593.604980
twcny,edgecast,495000,129.949576
twcny,edgecast,497000,14.904999
twcny,edgecast,503000,45.651101
twcny,edgecast,504000,24.684998
twcny,edgecast,505000,19.424988
twcny,edgecast,507000,86.805091
twcny,edgecast,508000,101.103089
twcny,edgecast,510000,54.110090
twcny,edgecast,511000,987.067462
twcny,edgecast,513000,93.115005
twcny,edgecast,514000,740.174423
twcny,edgecast,517000,1312.274979
twcny,edgecast,518000,23.493913
twcny,edgecast,521000,1528.477224
twcny,edgecast,522000,66.823092
twcny,edgecast,523000,84.254813
twcny,edgecast,526000,31.995010
twcny,edgecast,529000,39.489990
twcny,edgecast,530000,1414.781001
twcny,edgecast,532000,51.347650
twcny,edgecast,533000,34.084991
twcny,edgecast,534000,115.758162
twcny,edgecast,538000,88.456728
twcny,edgecast,539000,22.480011
twcny,edgecast,545000,62.621754
twcny,edgecast,546000,86.421999
twcny,edgecast,547000,14.531307
twcny,edgecast,549000,65.379990
twcny,edgecast,550000,82.535004
twcny,edgecast,551000,45.070399
twcny,edgecast,552000,43.524352
twcny,edgecast,553000,71.112686
twcny,edgecast,555000,93.364990
twcny,edgecast,556000,98.355852
twcny,edgecast,563000,78.894989
twcny,edgecast,564000,464.828996
twcny,edgecast,568000,33.165009
twcny,edgecast,570000,804.122628
twcny,edgecast,572000,142.560031
twcny,edgecast,575000,66.940950
twcny,edgecast,577000,84.331266
twcny,edgecast,578000,540.036167
twcny,edgecast,579000,1539.511864
twcny,edgecast,588000,1025.212338
twcny,edgecast,591000,41.730011
twcny,edgecast,593000,51.833598
twcny,edgecast,595000,91.831903
twcny,edgecast,597000,93.510456
twcny,edgecast,599000,101.541192
twcny,edgecast,600000,218.061325
twcny,edgecast,606000,60.737059
twcny,edgecast,609000,1.645004
twcny,edgecast,610000,1272.158532
twcny,edgecast,612000,22.264999
twcny,edgecast,615000,89.954376
twcny,edgecast,616000,140.264529
twcny,edgecast,618000,57.811274
twcny,edgecast,619000,322.156364
twcny,edgecast,620000,117.123559
twcny,edgecast,621000,56.277454
twcny,edgecast,622000,87.167766
twcny,edgecast,623000,597.655972
twcny,edgecast,624000,26.599641
twcny,edgecast,625000,36.150594
twcny,edgecast,627000,58.565050
twcny,edgecast,630000,219.341921
twcny,edgecast,631000,77.421942
twcny,edgecast,632000,364.180708
twcny,edgecast,633000,655.450012
twcny,edgecast,638000,762.986853
twcny,edgecast,639000,54.846791
twcny,edgecast,641000,1424.816321
twcny,edgecast,643000,56.382895
twcny,edgecast,644000,142.455357
twcny,edgecast,645000,87.474789
twcny,edgecast,646000,10.860001
twcny,edgecast,648000,1871.664948
twcny,edgecast,650000,563.297722
twcny,edgecast,652000,49.330371
twcny,edgecast,653000,64.302326
twcny,edgecast,654000,186.261002
twcny,edgecast,655000,137.654076
twcny,edgecast,659000,39.795488
twcny,edgecast,669000,1184.332327
twcny,edgecast,670000,699.695263
twcny,edgecast,673000,720.105011
twcny,edgecast,681000,36.290009
twcny,edgecast,682000,74.139853
twcny,edgecast,684000,152.318137
twcny,edgecast,685000,961.505189
twcny,edgecast,688000,67.818498
twcny,edgecast,689000,107.939989
twcny,edgecast,690000,13.565002
twcny,edgecast,691000,71.987161
twcny,edgecast,693000,405.114470
twcny,edgecast,695000,170.484985
twcny,edgecast,698000,1281.841208
twcny,edgecast,701000,130.975006
twcny,edgecast,706000,25.618396
twcny,edgecast,708000,765.032620
twcny,edgecast,711000,59.384572
twcny,edgecast,712000,19.595001
twcny,edgecast,713000,39.448186
twcny,edgecast,716000,1586.997563
twcny,edgecast,717000,1797.937231
twcny,edgecast,718000,46.554993
twcny,edgecast,719000,243.539553
twcny,edgecast,720000,47.639984
twcny,edgecast,722000,83.199982
twcny,edgecast,723000,335.279968
twcny,edgecast,725000,533.969986
twcny,edgecast,727000,63.423198
twcny,edgecast,729000,70.387325
twcny,edgecast,731000,105.286939
twcny,edgecast,732000,1167.320009
twcny,edgecast,735000,92.880345
twcny,edgecast,743000,1200.318816
twcny,edgecast,745000,35.897820
twcny,edgecast,746000,876.415347
twcny,edgecast,748000,1014.183143
twcny,edgecast,752000,1556.206367
twcny,edgecast,754000,56.700012
twcny,edgecast,758000,528.042352
twcny,edgecast,766000,84.973366
twcny,edgecast,769000,44.154999
twcny,edgecast,774000,185.254056
twcny,edgecast,775000,65.319575
twcny,edgecast,779000,46.497534
twcny,edgecast,781000,85.087483
twcny,edgecast,782000,1155.960022
twcny,edgecast,785000,660.233048
twcny,edgecast,787000,1337.521680
twcny,edgecast,788000,24.140015
twcny,edgecast,790000,122.959991
twcny,edgecast,791000,37.992786
twcny,edgecast,799000,15.171824
twcny,edgecast,800000,2006.649330
twcny,edgecast,801000,836.318651
twcny,edgecast,807000,47.081564
twcny,edgecast,812000,2259.263746
twcny,edgecast,813000,64.799988
twcny,edgecast,817000,171.054495
twcny,edgecast,818000,52.680700
twcny,edgecast,822000,28.820989
twcny,edgecast,824000,166.431238
twcny,edgecast,826000,40.431949
twcny,edgecast,833000,15.291532
twcny,edgecast,844000,1690.050049
twcny,edgecast,846000,44.541217
twcny,edgecast,849000,63.394037
twcny,edgecast,860000,0.720001
twcny,edgecast,861000,52.712422
twcny,edgecast,869000,98.334895
twcny,edgecast,877000,51.050586
twcny,edgecast,882000,45.701063
twcny,edgecast,890000,68.010010
twcny,edgecast,894000,0.000000
twcny,edgecast,912000,84.053575
twcny,edgecast,913000,388.273405
twcny,edgecast,924000,3.806969
twcny,edgecast,926000,104.067662
twcny,edgecast,936000,90.808610
twcny,edgecast,943000,25.865021
twcny,edgecast,946000,60.101996
twcny,edgecast,955000,61.666756
twcny,edgecast,959000,2949.521289
twcny,edgecast,965000,35.051081
twcny,edgecast,969000,56.519060
twcny,edgecast,976000,68.284991
twcny,edgecast,982000,29.911896
twcny,edgecast,998000,43.072518
twcny,edgecast,1012000,167.561098
twcny,edgecast,1015000,76.810876
twcny,edgecast,1016000,63.519432
twcny,edgecast,1033000,71.912106
twcny,edgecast,1040000,129.931408
twcny,edgecast,1048000,104.334686
twcny,edgecast,1065000,36.038701
twcny,edgecast,1069000,54.344492
twcny,edgecast,1072000,50.587209
twcny,edgecast,1082000,1120.703408
twcny,edgecast,1084000,14.140929
twcny,edgecast,1098000,97.934559
twcny,edgecast,1106000,47.406459
twcny,edgecast,1113000,57.769928
twcny,edgecast,1118000,85.475006
twcny,edgecast,1149000,52.460152
twcny,edgecast,1155000,78.120062
twcny,edgecast,1210000,117.019989
twcny,edgecast,1220000,121.036139
twcny,edgecast,1243000,41.500000
twcny,edgecast,1254000,47.616153
twcny,edgecast,1337000,6.494995
twcny,edgecast,1341000,158.014984
us-east-1,akamai,0,151.201051
us-east-1,akamai,1000,79.415860
us-east-1,akamai,2000,57.069659
us-east-1,akamai,3000,55.726920
us-east-1,akamai,4000,43.382625
us-east-1,akamai,5000,51.623314
us-east-1,akamai,6000,54.660703
us-east-1,akamai,7000,55.780844
us-east-1,akamai,8000,57.357363
us-east-1,akamai,9000,65.722411
us-east-1,akamai,10000,62.328790
us-east-1,akamai,11000,40.424323
us-east-1,akamai,12000,56.150365
us-east-1,akamai,13000,76.053973
us-east-1,akamai,14000,47.256267
us-east-1,akamai,15000,65.688752
us-east-1,akamai,16000,67.015742
us-east-1,akamai,17000,64.539286
us-east-1,akamai,18000,46.803590
us-east-1,akamai,19000,67.194021
us-east-1,akamai,20000,60.091283
us-east-1,akamai,21000,59.455425
us-east-1,akamai,22000,54.702967
us-east-1,akamai,23000,56.174862
us-east-1,akamai,24000,56.753073
us-east-1,akamai,25000,39.142647
us-east-1,akamai,26000,49.037591
us-east-1,akamai,27000,72.333990
us-east-1,akamai,28000,60.038513
us-east-1,akamai,29000,46.199902
us-east-1,akamai,30000,71.467507
us-east-1,akamai,31000,50.513042
us-east-1,akamai,32000,226.452187
us-east-1,akamai,33000,60.385097
us-east-1,akamai,34000,58.111185
us-east-1,akamai,35000,43.398745
us-east-1,akamai,36000,48.327654
us-east-1,akamai,37000,49.088241
us-east-1,akamai,38000,39.122421
us-east-1,akamai,39000,132.410094
us-east-1,akamai,40000,49.781934
us-east-1,akamai,41000,52.828366
us-east-1,akamai,42000,57.309365
us-east-1,akamai,43000,88.340759
us-east-1,akamai,44000,50.652177
us-east-1,akamai,45000,61.763905
us-east-1,akamai,46000,71.381633
us-east-1,akamai,47000,55.219201
us-east-1,akamai,48000,36.517903
us-east-1,akamai,49000,53.514093
us-east-1,akamai,50000,39.220589
us-east-1,akamai,51000,32.618602
us-east-1,akamai,52000,41.964359
us-east-1,akamai,53000,39.962304
us-east-1,akamai,54000,39.991785
us-east-1,akamai,55000,120.921799
us-east-1,akamai,56000,101.595117
us-east-1,akamai,57000,113.856424
us-east-1,akamai,58000,44.773790
us-east-1,akamai,59000,50.776875
us-east-1,akamai,60000,45.307938
us-east-1,akamai,61000,39.160544
us-east-1,akamai,62000,74.424370
us-east-1,akamai,63000,56.179926
us-east-1,akamai,64000,58.484000
us-east-1,akamai,65000,56.786292
us-east-1,akamai,66000,116.945471
us-east-1,akamai,67000,56.412601
us-east-1,akamai,68000,52.808648
us-east-1,akamai,69000,44.101980
us-east-1,akamai,70000,59.418564
us-east-1,akamai,71000,55.076226
us-east-1,akamai,72000,119.795406
us-east-1,akamai,73000,39.600756
us-east-1,akamai,74000,56.927404
us-east-1,akamai,75000,96.768881
us-east-1,akamai,76000,34.415106
us-east-1,akamai,77000,54.943516
us-east-1,akamai,78000,51.586171
us-east-1,akamai,79000,38.821862
us-east-1,akamai,80000,126.982411
us-east-1,akamai,81000,34.749489
us-east-1,akamai,82000,83.581815
us-east-1,akamai,83000,75.644066
us-east-1,akamai,84000,68.370397
us-east-1,akamai,85000,63.499687
us-east-1,akamai,86000,131.135384
us-east-1,akamai,87000,245.822679
us-east-1,akamai,88000,117.470049
us-east-1,akamai,89000,87.904834
us-east-1,akamai,90000,86.368812
us-east-1,akamai,91000,32.769951
us-east-1,akamai,92000,56.982092
us-east-1,akamai,93000,86.287758
us-east-1,akamai,94000,85.017299
us-east-1,akamai,95000,175.330727
us-east-1,akamai,96000,59.597883
us-east-1,akamai,97000,44.331824
us-east-1,akamai,98000,96.349488
us-east-1,akamai,99000,51.229722
us-east-1,akamai,100000,280.833410
us-east-1,akamai,101000,28.209936
us-east-1,akamai,102000,128.712989
us-east-1,akamai,103000,60.320726
us-east-1,akamai,104000,203.205541
us-east-1,akamai,105000,75.845876
us-east-1,akamai,106000,61.274730
us-east-1,akamai,107000,43.587880
us-east-1,akamai,109000,29.459083
us-east-1,akamai,110000,36.760716
us-east-1,akamai,111000,47.885609
us-east-1,akamai,112000,39.438231
us-east-1,akamai,113000,91.726443
us-east-1,akamai,114000,34.475899
us-east-1,akamai,115000,20.978953
us-east-1,akamai,116000,30.817652
us-east-1,akamai,117000,51.899694
us-east-1,akamai,118000,89.904306
us-east-1,akamai,119000,51.003961
us-east-1,akamai,120000,86.396189
us-east-1,akamai,121000,189.771941
us-east-1,akamai,122000,47.826202
us-east-1,akamai,123000,46.219238
us-east-1,akamai,124000,64.381994
us-east-1,akamai,125000,25.120634
us-east-1,akamai,126000,58.877976
us-east-1,akamai,127000,54.075117
us-east-1,akamai,128000,63.176912
us-east-1,akamai,129000,75.027675
us-east-1,akamai,130000,95.431570
us-east-1,akamai,131000,44.222037
us-east-1,akamai,132000,44.234619
us-east-1,akamai,133000,63.380519
us-east-1,akamai,134000,47.288014
us-east-1,akamai,135000,42.846733
us-east-1,akamai,136000,116.967105
us-east-1,akamai,137000,46.303689
us-east-1,akamai,138000,74.073127
us-east-1,akamai,139000,32.913439
us-east-1,akamai,140000,72.967675
us-east-1,akamai,141000,117.904644
us-east-1,akamai,142000,111.956724
us-east-1,akamai,143000,111.962302
us-east-1,akamai,144000,51.030861
us-east-1,akamai,145000,76.394836
us-east-1,akamai,146000,38.897318
us-east-1,akamai,147000,92.017085
us-east-1,akamai,148000,50.098832
us-east-1,akamai,149000,55.827418
us-east-1,akamai,150000,43.352918
us-east-1,akamai,151000,130.255844
us-east-1,akamai,152000,46.864693
us-east-1,akamai,153000,170.178331
us-east-1,akamai,154000,65.342470
us-east-1,akamai,155000,62.804008
us-east-1,akamai,156000,46.331340
us-east-1,akamai,157000,37.201407
us-east-1,akamai,158000,58.630721
us-east-1,akamai,159000,36.639548
us-east-1,akamai,160000,55.724687
us-east-1,akamai,161000,45.988607
us-east-1,akamai,162000,47.176982
us-east-1,akamai,163000,109.776544
us-east-1,akamai,164000,151.317352
us-east-1,akamai,165000,69.670002
us-east-1,akamai,166000,52.576435
us-east-1,akamai,167000,49.039420
us-east-1,akamai,168000,39.755939
us-east-1,akamai,169000,55.512578
us-east-1,akamai,170000,28.827262
us-east-1,akamai,171000,45.089095
us-east-1,akamai,172000,26.221067
us-east-1,akamai,173000,51.740598
us-east-1,akamai,174000,37.314999
us-east-1,akamai,175000,44.596032
us-east-1,akamai,176000,50.751378
us-east-1,akamai,177000,4.265003
us-east-1,akamai,179000,154.268699
us-east-1,akamai,180000,56.159143
us-east-1,akamai,181000,20.002837
us-east-1,akamai,182000,21.596127
us-east-1,akamai,183000,42.462441
us-east-1,akamai,184000,142.804309
us-east-1,akamai,185000,65.187413
us-east-1,akamai,186000,61.402422
us-east-1,akamai,187000,95.241065
us-east-1,akamai,188000,48.622536
us-east-1,akamai,189000,39.290931
us-east-1,akamai,190000,65.306108
us-east-1,akamai,191000,153.782415
us-east-1,akamai,192000,58.030926
us-east-1,akamai,193000,54.146988
us-east-1,akamai,195000,73.426540
us-east-1,akamai,196000,54.887291
us-east-1,akamai,197000,42.292044
us-east-1,akamai,198000,83.529170
us-east-1,akamai,199000,61.206782
us-east-1,akamai,200000,136.748042
us-east-1,akamai,201000,50.547508
us-east-1,akamai,202000,39.852474
us-east-1,akamai,203000,66.898786
us-east-1,akamai,204000,68.724662
us-east-1,akamai,205000,78.881891
us-east-1,akamai,206000,53.617957
us-east-1,akamai,207000,32.872283
us-east-1,akamai,208000,120.526930
us-east-1,akamai,209000,57.818799
us-east-1,akamai,210000,123.626619
us-east-1,akamai,211000,61.227563
us-east-1,akamai,212000,138.176385
us-east-1,akamai,213000,129.314261
us-east-1,akamai,214000,58.654999
us-east-1,akamai,215000,53.938787
us-east-1,akamai,216000,65.628392
us-east-1,akamai,217000,79.776637
us-east-1,akamai,218000,98.281474
us-east-1,akamai,219000,130.385687
us-east-1,akamai,220000,60.295969
us-east-1,akamai,221000,66.079839
us-east-1,akamai,222000,91.004997
us-east-1,akamai,223000,69.831857
us-east-1,akamai,224000,62.575607
us-east-1,akamai,225000,39.902506
us-east-1,akamai,226000,59.887618
us-east-1,akamai,227000,42.208405
us-east-1,akamai,228000,52.610600
us-east-1,akamai,229000,60.741235
us-east-1,akamai,230000,67.986052
us-east-1,akamai,231000,36.035698
us-east-1,akamai,232000,68.919319
us-east-1,akamai,233000,62.349730
us-east-1,akamai,234000,58.282862
us-east-1,akamai,235000,48.851581
us-east-1,akamai,236000,77.405413
us-east-1,akamai,237000,55.117300
us-east-1,akamai,238000,40.519902
us-east-1,akamai,239000,70.722983
us-east-1,akamai,240000,49.101058
us-east-1,akamai,241000,5.900002
us-east-1,akamai,242000,84.798049
us-east-1,akamai,243000,65.538776
us-east-1,akamai,244000,53.205886
us-east-1,akamai,245000,64.829998
us-east-1,akamai,246000,57.640611
us-east-1,akamai,247000,65.010601
us-east-1,akamai,248000,72.388621
us-east-1,akamai,249000,225.527604
us-east-1,akamai,250000,48.271981
us-east-1,akamai,251000,62.426377
us-east-1,akamai,252000,12.076313
us-east-1,akamai,253000,68.566163
us-east-1,akamai,254000,82.594533
us-east-1,akamai,255000,53.266338
us-east-1,akamai,256000,92.990674
us-east-1,akamai,257000,88.188458
us-east-1,akamai,258000,68.574054
us-east-1,akamai,259000,32.151795
us-east-1,akamai,260000,65.728942
us-east-1,akamai,261000,108.810001
us-east-1,akamai,262000,142.554830
us-east-1,akamai,263000,119.947692
us-east-1,akamai,264000,67.567931
us-east-1,akamai,265000,77.007607
us-east-1,akamai,266000,71.150005
us-east-1,akamai,267000,41.634048
us-east-1,akamai,268000,67.812272
us-east-1,akamai,269000,66.917525
us-east-1,akamai,271000,103.039997
us-east-1,akamai,272000,62.781958
us-east-1,akamai,273000,55.980338
us-east-1,akamai,274000,48.477674
us-east-1,akamai,275000,18.190002
us-east-1,akamai,276000,63.845295
us-east-1,akamai,277000,0.000000
us-east-1,akamai,278000,118.285000
us-east-1,akamai,279000,56.325809
us-east-1,akamai,281000,1.056788
us-east-1,akamai,282000,57.831627
us-east-1,akamai,283000,113.307889
us-east-1,akamai,286000,68.095496
us-east-1,akamai,288000,96.096856
us-east-1,akamai,289000,36.693494
us-east-1,akamai,290000,210.494128
us-east-1,akamai,291000,79.100002
us-east-1,akamai,292000,0.270000
us-east-1,akamai,293000,15.828889
us-east-1,akamai,296000,82.510009
us-east-1,akamai,297000,24.400002
us-east-1,akamai,298000,59.868334
us-east-1,akamai,299000,61.420002
us-east-1,akamai,300000,0.590000
us-east-1,akamai,301000,7.923152
us-east-1,akamai,302000,98.119238
us-east-1,akamai,304000,213.006183
us-east-1,akamai,305000,68.154999
us-east-1,akamai,306000,83.529999
us-east-1,akamai,307000,51.944558
us-east-1,akamai,308000,53.519539
us-east-1,akamai,309000,81.344406
us-east-1,akamai,310000,0.000000
us-east-1,akamai,311000,0.000000
us-east-1,akamai,312000,80.175003
us-east-1,akamai,314000,265.034472
us-east-1,akamai,315000,51.004796
us-east-1,akamai,316000,145.316690
us-east-1,akamai,320000,66.114998
us-east-1,akamai,323000,123.134995
us-east-1,akamai,324000,80.604996
us-east-1,akamai,325000,110.974998
us-east-1,akamai,326000,65.287140
us-east-1,akamai,327000,86.991893
us-east-1,akamai,328000,89.422311
us-east-1,akamai,329000,42.486741
us-east-1,akamai,330000,81.462798
us-east-1,akamai,331000,76.227341
us-east-1,akamai,332000,47.250004
us-east-1,akamai,333000,70.965004
us-east-1,akamai,334000,58.419377
us-east-1,akamai,335000,93.604996
us-east-1,akamai,336000,8.995003
us-east-1,akamai,337000,38.853348
us-east-1,akamai,339000,126.932007
us-east-1,akamai,340000,76.841656
us-east-1,akamai,342000,268.840015
us-east-1,akamai,343000,93.469997
us-east-1,akamai,346000,34.956967
us-east-1,akamai,347000,72.982978
us-east-1,akamai,348000,77.707481
us-east-1,akamai,349000,9.340004
us-east-1,akamai,351000,21.905487
us-east-1,akamai,353000,59.843196
us-east-1,akamai,354000,101.631915
us-east-1,akamai,356000,49.538290
us-east-1,akamai,357000,53.203801
us-east-1,akamai,359000,53.334997
us-east-1,akamai,361000,76.314948
us-east-1,akamai,365000,61.857832
us-east-1,akamai,366000,80.058899
us-east-1,akamai,369000,74.736734
us-east-1,akamai,370000,59.342537
us-east-1,akamai,371000,95.316109
us-east-1,akamai,372000,49.183753
us-east-1,akamai,374000,40.820426
us-east-1,akamai,375000,71.217506
us-east-1,akamai,376000,0.000000
us-east-1,akamai,378000,0.000000
us-east-1,akamai,379000,56.571072
us-east-1,akamai,380000,1.234997
us-east-1,akamai,381000,3.540001
us-east-1,akamai,382000,186.460007
us-east-1,akamai,383000,93.766632
us-east-1,akamai,385000,57.077136
us-east-1,akamai,386000,61.060253
us-east-1,akamai,387000,43.794247
us-east-1,akamai,388000,8.239998
us-east-1,akamai,389000,0.000000
us-east-1,akamai,390000,104.798048
us-east-1,akamai,393000,75.514996
us-east-1,akamai,394000,32.644997
us-east-1,akamai,395000,87.523826
us-east-1,akamai,397000,0.000000
us-east-1,akamai,399000,57.341938
us-east-1,akamai,400000,51.576822
us-east-1,akamai,402000,4.439999
us-east-1,akamai,404000,51.180004
us-east-1,akamai,405000,61.948155
us-east-1,akamai,408000,68.893884
us-east-1,akamai,410000,57.633910
us-east-1,akamai,411000,13.774152
us-east-1,akamai,412000,124.445000
us-east-1,akamai,414000,40.539410
us-east-1,akamai,415000,52.484315
us-east-1,akamai,416000,43.434661
us-east-1,akamai,417000,67.405006
us-east-1,akamai,418000,365.865013
us-east-1,akamai,419000,504.850025
us-east-1,akamai,420000,99.310005
us-east-1,akamai,421000,31.325633
us-east-1,akamai,422000,230.636642
us-east-1,akamai,423000,95.335756
us-east-1,akamai,424000,39.570000
us-east-1,akamai,425000,0.000000
us-east-1,akamai,427000,104.185005
us-east-1,akamai,428000,101.543364
us-east-1,akamai,429000,185.735001
us-east-1,akamai,431000,0.000000
us-east-1,akamai,432000,110.085318
us-east-1,akamai,435000,71.239023
us-east-1,akamai,436000,0.000000
us-east-1,akamai,437000,88.262207
us-east-1,akamai,438000,3.080002
us-east-1,akamai,441000,98.517299
us-east-1,akamai,442000,0.000000
us-east-1,akamai,443000,83.372918
us-east-1,akamai,447000,0.000000
us-east-1,akamai,448000,0.000000
us-east-1,akamai,449000,9.533458
us-east-1,akamai,451000,51.543870
us-east-1,akamai,453000,87.643427
us-east-1,akamai,455000,106.029991
us-east-1,akamai,456000,24.014999
us-east-1,akamai,457000,0.000000
us-east-1,akamai,461000,0.000000
us-east-1,akamai,462000,28.402308
us-east-1,akamai,463000,215.697918
us-east-1,akamai,464000,16.975006
us-east-1,akamai,466000,28.009995
us-east-1,akamai,468000,10.112792
us-east-1,akamai,470000,98.159996
