url_num,code,content-length,ms,hit/miss,cdn,isp
3221,200,503711,554.16202545166,MISS,akamai,twcny
3221,200,503711,471.236944198608,HIT,akamai,twcny
3222,200,503711,520.514965057373,MISS,akamai,twcny
3222,200,503711,494.175910949707,HIT,akamai,twcny
3223,200,6223,105.447053909302,MISS,akamai,twcny
3223,200,6223,58.2120418548584,HIT,akamai,twcny
3224,200,2554,101.711988449097,MISS,akamai,twcny
3224,200,2554,57.5928688049316,HIT,akamai,twcny
3225,200,136319,313.59601020813,MISS,akamai,twcny
3225,200,136319,333.702802658081,HIT,akamai,twcny
3226,200,34143,204.957962036133,MISS,akamai,twcny
3226,200,34143,156.615018844604,HIT,akamai,twcny
3227,200,27906,155.68208694458,MISS,akamai,twcny
3227,200,27906,139.178991317749,HIT,akamai,twcny
3228,200,19261,161.094188690186,MISS,akamai,twcny
3228,200,19261,114.875078201294,HIT,akamai,twcny
3229,200,1531,102.299928665161,MISS,akamai,twcny
3229,200,1531,56.6010475158691,HIT,akamai,twcny
3230,200,3727,99.8649597167969,MISS,akamai,twcny
3230,200,3727,133.355140686035,HIT,akamai,twcny
3231,200,23178,162.915945053101,MISS,akamai,twcny
3231,200,23178,138.16499710083,HIT,akamai,twcny
3232,200,15914,153.090953826904,MISS,akamai,twcny
3232,200,15914,122.150897979736,HIT,akamai,twcny
3233,200,8857,156.373023986816,MISS,akamai,twcny
3233,200,8857,81.165075302124,HIT,akamai,twcny
3234,200,260540,382.36403465271,MISS,akamai,twcny
3234,200,260540,347.369194030762,HIT,akamai,twcny
3235,200,13238,138.027906417847,MISS,akamai,twcny
3235,200,13238,110.357046127319,HIT,akamai,twcny
3236,200,17438,160.362005233765,MISS,akamai,twcny
3236,200,17438,112.612009048462,HIT,akamai,twcny
3237,200,52746,215.734958648682,MISS,akamai,twcny
3237,200,52746,185.801982879639,HIT,akamai,twcny
3238,200,35863,199.397087097168,MISS,akamai,twcny
3238,200,35863,136.919021606445,HIT,akamai,twcny
3239,200,41491,219.555139541626,MISS,akamai,twcny
3239,200,41491,160.169839859009,HIT,akamai,twcny
3240,200,42937,197.293043136597,MISS,akamai,twcny
3240,200,42937,161.03196144104,HIT,akamai,twcny
3241,200,60192,234.466075897217,MISS,akamai,twcny
3241,200,60192,189.979791641235,HIT,akamai,twcny
3242,200,38217,182.963132858276,MISS,akamai,twcny
3242,200,38217,143.298149108887,HIT,akamai,twcny
3243,200,2931,123.971939086914,MISS,akamai,twcny
3243,200,2931,59.2739582061768,HIT,akamai,twcny
3244,200,162761,317.219972610474,MISS,akamai,twcny
3244,200,162761,290.747880935669,HIT,akamai,twcny
3245,200,7858,126.823902130127,MISS,akamai,twcny
3245,200,7858,84.8710536956787,HIT,akamai,twcny
3246,200,5725,108.235836029053,MISS,akamai,twcny
3246,200,5725,57.4688911437988,HIT,akamai,twcny
3247,200,6530,103.708028793335,MISS,akamai,twcny
3247,200,6530,63.6389255523682,HIT,akamai,twcny
3248,200,20405,155.070066452026,MISS,akamai,twcny
3248,200,20405,110.450983047485,HIT,akamai,twcny
3249,200,7580,143.77498626709,MISS,akamai,twcny
3249,200,7580,76.685905456543,HIT,akamai,twcny
3250,200,22707,183.341979980469,MISS,akamai,twcny
3250,200,22707,143.121004104614,HIT,akamai,twcny
3251,200,19678,206.598997116089,MISS,akamai,twcny
3251,200,19678,110.498905181885,HIT,akamai,twcny
3252,200,59784,229.984998703003,MISS,akamai,twcny
3252,200,59784,212.967157363892,HIT,akamai,twcny
3253,200,4155,101.495981216431,MISS,akamai,twcny
3253,200,4155,62.9880428314209,HIT,akamai,twcny
3254,200,12440,126.912832260132,MISS,akamai,twcny
3254,200,12440,93.8208103179932,HIT,akamai,twcny
3255,200,2932,104.573965072632,MISS,akamai,twcny
3255,200,2932,55.232048034668,HIT,akamai,twcny
3256,200,8669,131.623029708862,MISS,akamai,twcny
3256,200,8669,76.0900974273682,HIT,akamai,twcny
3257,200,10091,142.124176025391,MISS,akamai,twcny
3257,200,10091,79.7810554504395,HIT,akamai,twcny
3258,200,29789,177.37603187561,MISS,akamai,twcny
3258,200,29789,138.599157333374,HIT,akamai,twcny
3259,200,316545,483.859062194824,MISS,akamai,twcny
3259,200,316545,506.875038146973,HIT,akamai,twcny
3260,200,81815,247.530937194824,MISS,akamai,twcny
3260,200,81815,237.045049667358,HIT,akamai,twcny
3261,200,28270,184.169054031372,MISS,akamai,twcny
3261,200,28270,131.181001663208,HIT,akamai,twcny
3262,200,71592,249.356985092163,MISS,akamai,twcny
3262,200,71592,186.665058135986,HIT,akamai,twcny
3263,200,71592,247.255086898804,MISS,akamai,twcny
3263,200,71592,210.135936737061,HIT,akamai,twcny
3264,200,105179,300.034046173096,MISS,akamai,twcny
3264,200,105179,302.53005027771,HIT,akamai,twcny
3265,200,105179,297.132015228271,MISS,akamai,twcny
3265,200,105179,260.961055755615,HIT,akamai,twcny
3266,200,9281,126.07216835022,MISS,akamai,twcny
3266,200,9281,79.1759490966797,HIT,akamai,twcny
3267,200,9281,124.901056289673,MISS,akamai,twcny
3267,200,9281,80.8761119842529,HIT,akamai,twcny
3268,200,29820,179.890871047974,MISS,akamai,twcny
3268,200,29820,142.333030700684,HIT,akamai,twcny
3269,200,29820,178.487062454224,MISS,akamai,twcny
3269,200,29820,122.815847396851,HIT,akamai,twcny
3270,200,5101,106.823921203613,MISS,akamai,twcny
3270,200,5101,58.3140850067139,HIT,akamai,twcny
3271,200,5101,104.86888885498,MISS,akamai,twcny
3271,200,5101,77.9600143432617,HIT,akamai,twcny
3272,200,490987,543.200016021729,MISS,akamai,twcny
3272,200,490987,491.268873214722,HIT,akamai,twcny
3273,200,727095,706.616878509521,MISS,akamai,twcny
3273,200,727095,611.066102981567,HIT,akamai,twcny
3274,200,727095,1303.19714546204,MISS,akamai,twcny
3274,200,727095,631.920099258423,HIT,akamai,twcny
3275,200,8807,140.326976776123,MISS,akamai,twcny
3275,200,8807,81.1641216278076,HIT,akamai,twcny
3276,200,7884,1343.58096122742,MISS,akamai,twcny
3276,200,7884,83.4159851074219,HIT,akamai,twcny
3277,200,189754,446.617841720581,MISS,akamai,twcny
3277,200,189754,340.497970581055,HIT,akamai,twcny
3278,200,47048,232.845067977905,MISS,akamai,twcny
3278,200,47048,174.078941345215,HIT,akamai,twcny
3279,200,38485,330.200910568237,MISS,akamai,twcny
3279,200,38485,156.198024749756,HIT,akamai,twcny
3280,200,25855,186.208009719849,MISS,akamai,twcny
3280,200,25855,133.647918701172,HIT,akamai,twcny
3281,200,1628,108.335018157959,MISS,akamai,twcny
3281,200,1628,54.6319484710693,HIT,akamai,twcny
3282,200,4765,94.2389965057373,MISS,akamai,twcny
3282,200,4765,58.2089424133301,HIT,akamai,twcny
3283,200,32018,192.425012588501,MISS,akamai,twcny
3283,200,32018,134.007930755615,HIT,akamai,twcny
3284,200,22266,158.767938613892,MISS,akamai,twcny
3284,200,22266,103.148937225342,HIT,akamai,twcny
3285,200,8071,132.122993469238,MISS,akamai,twcny
3285,200,8071,88.2611274719238,HIT,akamai,twcny
3286,200,225147,369.150876998901,MISS,akamai,twcny
3286,200,225147,346.289157867432,HIT,akamai,twcny
3287,200,11695,125.038146972656,MISS,akamai,twcny
3287,200,11695,76.9340991973877,HIT,akamai,twcny
3288,200,15277,155.200958251953,MISS,akamai,twcny
3288,200,15277,108.731031417847,HIT,akamai,twcny
3289,200,31420,178.035974502563,MISS,akamai,twcny
3289,200,31420,138.735055923462,HIT,akamai,twcny
3290,200,36812,186.48099899292,MISS,akamai,twcny
3290,200,36812,175.6911277771,HIT,akamai,twcny
3291,200,38062,189.471006393433,MISS,akamai,twcny
3291,200,38062,159.879922866821,HIT,akamai,twcny
3292,200,52939,280.740022659302,MISS,akamai,twcny
3292,200,52939,164.078950881958,HIT,akamai,twcny
3293,200,32590,213.666915893555,MISS,akamai,twcny
3293,200,32590,140.296936035156,HIT,akamai,twcny
3294,200,2728,99.0049839019775,MISS,akamai,twcny
3294,200,2728,55.4139614105225,HIT,akamai,twcny
3295,200,145165,308.698177337646,MISS,akamai,twcny
3295,200,145165,282.677888870239,HIT,akamai,twcny
3296,200,6621,101.963996887207,MISS,akamai,twcny
3296,200,6621,54.9459457397461,HIT,akamai,twcny
3297,200,5135,150.056838989258,MISS,akamai,twcny
3297,200,5135,60.3408813476562,HIT,akamai,twcny
3298,200,5838,98.8600254058838,MISS,akamai,twcny
3298,200,5838,57.4259757995605,HIT,akamai,twcny
3299,200,17807,155.159950256348,MISS,akamai,twcny
3299,200,17807,110.142946243286,HIT,akamai,twcny
3300,200,6498,107.855081558228,MISS,akamai,twcny
3300,200,6498,59.6687793731689,HIT,akamai,twcny
3301,200,19092,157.759189605713,MISS,akamai,twcny
3301,200,19092,114.398956298828,HIT,akamai,twcny
3302,200,16547,131.387948989868,MISS,akamai,twcny
3302,200,16547,106.718063354492,HIT,akamai,twcny
3303,200,50299,230.391979217529,MISS,akamai,twcny
3303,200,50299,160.441160202026,HIT,akamai,twcny
3304,200,3594,106.17208480835,MISS,akamai,twcny
3304,200,3594,62.2220039367676,HIT,akamai,twcny
3305,200,10615,130.660057067871,MISS,akamai,twcny
3305,200,10615,89.508056640625,HIT,akamai,twcny
3306,200,2563,102.869033813477,MISS,akamai,twcny
3306,200,2563,62.2489452362061,HIT,akamai,twcny
3307,200,7307,166.465997695923,MISS,akamai,twcny
3307,200,7307,77.2449970245361,HIT,akamai,twcny
3308,200,8753,124.502897262573,MISS,akamai,twcny
3308,200,8753,83.8658809661865,HIT,akamai,twcny
3309,200,26259,178.465127944946,MISS,akamai,twcny
3309,200,26259,124.6018409729,HIT,akamai,twcny
3310,200,282154,475.639820098877,MISS,akamai,twcny
3310,200,282154,408.448219299316,HIT,akamai,twcny
3311,200,72057,255.648851394653,MISS,akamai,twcny
3311,200,72057,195.480108261108,HIT,akamai,twcny
3312,200,24557,175.47607421875,MISS,akamai,twcny
3312,200,24557,105.698108673096,HIT,akamai,twcny
3313,200,62725,247.846126556396,MISS,akamai,twcny
3313,200,62725,195.625066757202,HIT,akamai,twcny
3314,200,93352,310.30011177063,MISS,akamai,twcny
3314,200,93352,236.92798614502,HIT,akamai,twcny
3315,200,93352,351.189851760864,MISS,akamai,twcny
3315,200,93352,251.307964324951,HIT,akamai,twcny
3316,200,8390,476.850032806396,MISS,akamai,twcny
3316,200,8390,82.9741954803467,HIT,akamai,twcny
3317,200,8390,134.048938751221,MISS,akamai,twcny
3317,200,8390,77.268123626709,HIT,akamai,twcny
3318,200,26275,224.383115768433,MISS,akamai,twcny
3318,200,26275,165.59100151062,HIT,akamai,twcny
3319,200,26275,160.544872283936,MISS,akamai,twcny
3319,200,26275,127.613067626953,HIT,akamai,twcny
3320,200,4695,134.320974349976,MISS,akamai,twcny
3320,200,4695,73.0061531066895,HIT,akamai,twcny
3321,200,436181,501.591920852661,MISS,akamai,twcny
3321,200,436181,467.085838317871,HIT,akamai,twcny
3322,200,644621,622.519969940186,MISS,akamai,twcny
3322,200,644621,1097.50986099243,HIT,akamai,twcny
3323,200,644621,663.750171661377,MISS,akamai,twcny
3323,200,644621,556.509017944336,HIT,akamai,twcny
3324,200,7652,148.480176925659,MISS,akamai,twcny
3324,200,7652,79.7100067138672,HIT,akamai,twcny
3325,200,2447,102.713108062744,MISS,akamai,twcny
3325,200,2447,55.6859970092773,HIT,akamai,twcny
3326,200,168974,329.47301864624,MISS,akamai,twcny
3326,200,168974,295.052051544189,HIT,akamai,twcny
3327,200,41847,207.905054092407,MISS,akamai,twcny
3327,200,41847,160.590171813965,HIT,akamai,twcny
3328,200,33638,178.695917129517,MISS,akamai,twcny
3328,200,33638,132.506847381592,HIT,akamai,twcny
3329,200,22871,174.774169921875,MISS,akamai,twcny
3329,200,22871,116.112947463989,HIT,akamai,twcny
3330,200,1332,98.3049869537354,MISS,akamai,twcny
3330,200,1332,59.9179267883301,HIT,akamai,twcny
3331,200,4246,103.243112564087,MISS,akamai,twcny
3331,200,4246,57.2431087493896,HIT,akamai,twcny
3332,200,27964,158.454895019531,MISS,akamai,twcny
3332,200,27964,129.85897064209,HIT,akamai,twcny
3333,200,19433,523.427963256836,MISS,akamai,twcny
3333,200,19433,110.534906387329,HIT,akamai,twcny
3334,200,7202,163.412094116211,MISS,akamai,twcny
3334,200,7202,76.7941474914551,HIT,akamai,twcny
3335,200,206681,382.158041000366,MISS,akamai,twcny
3335,200,206681,319.459915161133,HIT,akamai,twcny
3336,200,10597,129.59098815918,MISS,akamai,twcny
3336,200,10597,78.0971050262451,HIT,akamai,twcny
3337,200,14086,149.350881576538,MISS,akamai,twcny
3337,200,14086,102.349042892456,HIT,akamai,twcny
3338,200,40580,189.625024795532,MISS,akamai,twcny
3338,200,40580,162.574052810669,HIT,akamai,twcny
3339,200,28850,185.127019882202,MISS,akamai,twcny
3339,200,28850,139.833927154541,HIT,akamai,twcny
3340,200,33287,209.458112716675,MISS,akamai,twcny
3340,200,33287,134.954929351807,HIT,akamai,twcny
3341,200,34979,179.342985153198,MISS,akamai,twcny
3341,200,34979,136.498928070068,HIT,akamai,twcny
3342,200,47936,228.101015090942,MISS,akamai,twcny
3342,200,47936,191.379070281982,HIT,akamai,twcny
3343,200,29397,175.879955291748,MISS,akamai,twcny
3343,200,29397,136.201858520508,HIT,akamai,twcny
3344,200,2437,193.106889724731,MISS,akamai,twcny
3344,200,2437,52.3250102996826,HIT,akamai,twcny
3345,200,129753,309.540987014771,MISS,akamai,twcny
3345,200,129753,265.082120895386,HIT,akamai,twcny
3346,200,6286,112.782955169678,MISS,akamai,twcny
3346,200,6286,53.523063659668,HIT,akamai,twcny
3347,200,4806,103.250980377197,MISS,akamai,twcny
3347,200,4806,58.1939220428467,HIT,akamai,twcny
3348,200,5070,115.294933319092,MISS,akamai,twcny
3348,200,5070,55.1199913024902,HIT,akamai,twcny
3349,200,15871,154.298067092896,MISS,akamai,twcny
3349,200,15871,102.911949157715,HIT,akamai,twcny
3350,200,5450,102.781057357788,MISS,akamai,twcny
3350,200,5450,56.1068058013916,HIT,akamai,twcny
3351,200,16359,154.340028762817,MISS,akamai,twcny
3351,200,16359,101.752042770386,HIT,akamai,twcny
3352,200,14281,133.765935897827,MISS,akamai,twcny
3352,200,14281,105.68380355835,HIT,akamai,twcny
3353,200,42946,187.877893447876,MISS,akamai,twcny
3353,200,42946,188.107967376709,HIT,akamai,twcny
3354,200,2972,106.194972991943,MISS,akamai,twcny
3354,200,2972,57.2500228881836,HIT,akamai,twcny
3355,200,8985,155.848026275635,MISS,akamai,twcny
3355,200,8985,80.5630683898926,HIT,akamai,twcny
3356,200,2138,125.017166137695,MISS,akamai,twcny
3356,200,2138,58.4869384765625,HIT,akamai,twcny
3357,200,6190,93.7991142272949,MISS,akamai,twcny
3357,200,6190,57.2600364685059,HIT,akamai,twcny
3358,200,8002,154.155969619751,MISS,akamai,twcny
3358,200,8002,73.5042095184326,HIT,akamai,twcny
3359,200,24421,155.019044876099,MISS,akamai,twcny
3359,200,24421,113.418102264404,HIT,akamai,twcny
3360,200,250781,385.756969451904,MISS,akamai,twcny
3360,200,250781,362.35499382019,HIT,akamai,twcny
3361,200,64718,244.638919830322,MISS,akamai,twcny
3361,200,64718,203.413963317871,HIT,akamai,twcny
3362,200,22528,177.913904190063,MISS,akamai,twcny
3362,200,22528,111.371994018555,HIT,akamai,twcny
3363,200,55642,226.455926895142,MISS,akamai,twcny
3363,200,55642,161.557912826538,HIT,akamai,twcny
3364,200,55642,215.862035751343,MISS,akamai,twcny
3364,200,55642,180.653810501099,HIT,akamai,twcny
3365,200,81532,274.993896484375,MISS,akamai,twcny
3365,200,81532,222.098112106323,HIT,akamai,twcny
3366,200,81532,269.722938537598,MISS,akamai,twcny
3366,200,81532,232.707023620605,HIT,akamai,twcny
3367,200,7334,118.982791900635,MISS,akamai,twcny
3367,200,7334,79.8459053039551,HIT,akamai,twcny
3368,200,7334,130.689859390259,MISS,akamai,twcny
3368,200,7334,96.0040092468262,HIT,akamai,twcny
3369,200,23213,176.358938217163,MISS,akamai,twcny
3369,200,23213,109.205961227417,HIT,akamai,twcny
3370,200,23213,181.976079940796,MISS,akamai,twcny
3370,200,23213,684.746026992798,HIT,akamai,twcny
3371,200,4262,107.179880142212,MISS,akamai,twcny
3371,200,4262,57.4100017547607,HIT,akamai,twcny
3372,200,4262,103.662014007568,MISS,akamai,twcny
3372,200,4262,54.5260906219482,HIT,akamai,twcny
3373,200,376147,437.727928161621,MISS,akamai,twcny
3373,200,376147,431.922912597656,HIT,akamai,twcny
3374,200,556203,620.069026947021,MISS,akamai,twcny
3374,200,556203,894.652128219604,HIT,akamai,twcny
3375,200,556203,601.895093917847,MISS,akamai,twcny
3375,200,556203,623.092889785767,HIT,akamai,twcny
3376,200,6410,1042.02103614807,MISS,akamai,twcny
3376,200,6410,55.5369853973389,HIT,akamai,twcny
3377,200,4086,101.307153701782,MISS,akamai,twcny
3377,200,4086,53.3421039581299,HIT,akamai,twcny
3378,200,150631,311.009883880615,MISS,akamai,twcny
3378,200,150631,273.923873901367,HIT,akamai,twcny
3379,200,37818,194.277048110962,MISS,akamai,twcny
3379,200,37818,137.74299621582,HIT,akamai,twcny
3380,200,30477,211.73620223999,MISS,akamai,twcny
3380,200,30477,136.216878890991,HIT,akamai,twcny
3381,200,20941,156.651020050049,MISS,akamai,twcny
3381,200,20941,112.242937088013,HIT,akamai,twcny
3382,200,1683,123.00705909729,MISS,akamai,twcny
3382,200,1683,51.7158508300781,HIT,akamai,twcny
3383,200,3995,102.596044540405,MISS,akamai,twcny
3383,200,3995,57.8939914703369,HIT,akamai,twcny
3384,200,24717,219.101905822754,MISS,akamai,twcny
3384,200,24717,131.458044052124,HIT,akamai,twcny
3385,200,17221,165.786027908325,MISS,akamai,twcny
3385,200,17221,104.650020599365,HIT,akamai,twcny
3386,200,6895,138.195991516113,MISS,akamai,twcny
3386,200,6895,99.0819931030273,HIT,akamai,twcny
3387,200,200350,346.806049346924,MISS,akamai,twcny
3387,200,200350,345.004081726074,HIT,akamai,twcny
3388,200,9972,164.350032806396,MISS,akamai,twcny
3388,200,9972,82.3919773101807,HIT,akamai,twcny
3389,200,12933,121.024131774902,MISS,akamai,twcny
3389,200,12933,81.4199447631836,HIT,akamai,twcny
3390,200,25916,261.990070343018,MISS,akamai,twcny
3390,200,25916,134.057998657227,HIT,akamai,twcny
3391,200,30238,196.099996566772,MISS,akamai,twcny
3391,200,30238,134.989023208618,HIT,akamai,twcny
3392,200,31809,215.353012084961,MISS,akamai,twcny
3392,200,31809,140.544891357422,HIT,akamai,twcny
3393,200,43401,213.745832443237,MISS,akamai,twcny
3393,200,43401,167.481899261475,HIT,akamai,twcny
3394,200,28986,195.029020309448,MISS,akamai,twcny
3394,200,28986,128.062963485718,HIT,akamai,twcny
3395,200,2451,123.849868774414,MISS,akamai,twcny
3395,200,2451,56.0719966888428,HIT,akamai,twcny
3396,200,115873,321.411848068237,MISS,akamai,twcny
3396,200,115873,260.915994644165,HIT,akamai,twcny
3397,200,5742,602.953195571899,MISS,akamai,twcny
3397,200,5742,56.8220615386963,HIT,akamai,twcny
3398,200,4582,456.447839736938,MISS,akamai,twcny
3398,200,4582,58.79807472229,HIT,akamai,twcny
3399,200,4806,105.539083480835,MISS,akamai,twcny
3399,200,4806,58.0117702484131,HIT,akamai,twcny
3400,200,14450,163.479804992676,MISS,akamai,twcny
3400,200,14450,101.663827896118,HIT,akamai,twcny
3401,200,5145,100.514888763428,MISS,akamai,twcny
3401,200,5145,55.4850101470947,HIT,akamai,twcny
3402,200,14941,128.947973251343,MISS,akamai,twcny
3402,200,14941,102.959871292114,HIT,akamai,twcny
3403,200,13031,139.49990272522,MISS,akamai,twcny
3403,200,13031,109.416961669922,HIT,akamai,twcny
3404,200,38868,202.701807022095,MISS,akamai,twcny
3404,200,38868,178.187847137451,HIT,akamai,twcny
3405,200,2777,105.545043945312,MISS,akamai,twcny
3405,200,2777,56.5659999847412,HIT,akamai,twcny
3406,200,8188,168.594837188721,MISS,akamai,twcny
3406,200,8188,75.9289264678955,HIT,akamai,twcny
3407,200,2044,128.032922744751,MISS,akamai,twcny
3407,200,2044,49.5438575744629,HIT,akamai,twcny
3408,200,5759,102.491140365601,MISS,akamai,twcny
3408,200,5759,58.0770969390869,HIT,akamai,twcny
3409,200,7507,137.874841690063,MISS,akamai,twcny
3409,200,7507,80.1811218261719,HIT,akamai,twcny
3410,200,22124,146.031141281128,MISS,akamai,twcny
3410,200,22124,132.416009902954,HIT,akamai,twcny
3411,200,224010,410.668134689331,MISS,akamai,twcny
3411,200,224010,364.795923233032,HIT,akamai,twcny
3412,200,58012,244.242906570435,MISS,akamai,twcny
3412,200,58012,190.898180007935,HIT,akamai,twcny
3413,200,20907,190.463066101074,MISS,akamai,twcny
3413,200,20907,105.284929275513,HIT,akamai,twcny
3414,200,49188,242.244958877563,MISS,akamai,twcny
3414,200,49188,169.584989547729,HIT,akamai,twcny
3415,200,72627,297.626972198486,MISS,akamai,twcny
3415,200,72627,204.427003860474,HIT,akamai,twcny
3416,200,72627,299.893856048584,MISS,akamai,twcny
3416,200,72627,204.591989517212,HIT,akamai,twcny
3417,200,7005,123.775959014893,MISS,akamai,twcny
3417,200,7005,76.5690803527832,HIT,akamai,twcny
3418,200,7005,125.416040420532,MISS,akamai,twcny
3418,200,7005,79.4808864593506,HIT,akamai,twcny
3419,200,21234,156.176090240479,MISS,akamai,twcny
3419,200,21234,112.395048141479,HIT,akamai,twcny
3420,200,21234,156.289100646973,MISS,akamai,twcny
3420,200,21234,113.703012466431,HIT,akamai,twcny
3421,200,3977,106.231927871704,MISS,akamai,twcny
3421,200,3977,61.2719058990479,HIT,akamai,twcny
3422,200,333785,431.198835372925,MISS,akamai,twcny
3422,200,333785,423.250913619995,HIT,akamai,twcny
3423,200,492920,525.644779205322,MISS,akamai,twcny
3423,200,492920,502.315998077393,HIT,akamai,twcny
3424,200,492920,543.339014053345,MISS,akamai,twcny
3424,200,492920,512.763977050781,HIT,akamai,twcny
3425,200,5994,159.671783447266,MISS,akamai,twcny
3425,200,5994,58.2230091094971,HIT,akamai,twcny
3426,200,3570,109.435081481934,MISS,akamai,twcny
3426,200,3570,53.9109706878662,HIT,akamai,twcny
3427,200,134378,343.414068222046,MISS,akamai,twcny
3427,200,134378,261.842012405396,HIT,akamai,twcny
3428,200,33741,180.667161941528,MISS,akamai,twcny
3428,200,33741,136.767864227295,HIT,akamai,twcny
3429,200,27991,203.280925750732,MISS,akamai,twcny
3429,200,27991,1022.76015281677,HIT,akamai,twcny
3430,200,19170,174.79419708252,MISS,akamai,twcny
3430,200,19170,115.875005722046,HIT,akamai,twcny
3431,200,1491,106.994152069092,MISS,akamai,twcny
3431,200,1491,55.6371212005615,HIT,akamai,twcny
3432,200,3809,102.720975875854,MISS,akamai,twcny
3432,200,3809,58.3410263061523,HIT,akamai,twcny
3433,200,22338,178.332090377808,MISS,akamai,twcny
3433,200,22338,110.594987869263,HIT,akamai,twcny
3434,200,15877,149.68204498291,MISS,akamai,twcny
3434,200,15877,104.815006256104,HIT,akamai,twcny
3435,200,7238,143.427848815918,MISS,akamai,twcny
3435,200,7238,74.2409229278564,HIT,akamai,twcny
3436,200,211373,312.605142593384,MISS,akamai,twcny
3436,200,211373,875.800848007202,HIT,akamai,twcny
3437,200,10599,140.712976455688,MISS,akamai,twcny
3437,200,10599,118.282079696655,HIT,akamai,twcny
3438,200,13847,122.88498878479,MISS,akamai,twcny
3438,200,13847,87.5520706176758,HIT,akamai,twcny
3439,200,38458,204.229116439819,MISS,akamai,twcny
3439,200,38458,155.534982681274,HIT,akamai,twcny
3440,200,27587,182.82413482666,MISS,akamai,twcny
3440,200,27587,157.79185295105,HIT,akamai,twcny
3441,200,31819,199.518918991089,MISS,akamai,twcny
3441,200,31819,158.05196762085,HIT,akamai,twcny
3442,200,1850,102.998971939087,MISS,akamai,twcny
3442,200,1850,55.4120540618896,HIT,akamai,twcny
3443,200,34580,186.501026153564,MISS,akamai,twcny
3443,200,34580,157.028913497925,HIT,akamai,twcny
3444,200,45524,212.741851806641,MISS,akamai,twcny
3444,200,45524,184.575796127319,HIT,akamai,twcny
3445,200,31111,228.838920593262,MISS,akamai,twcny
3445,200,31111,132.11989402771,HIT,akamai,twcny
3446,200,2533,106.10818862915,MISS,akamai,twcny
3446,200,2533,56.8609237670898,HIT,akamai,twcny
3447,200,122119,292.739868164062,MISS,akamai,twcny
3447,200,122119,257.275819778442,HIT,akamai,twcny
3448,200,5931,98.9789962768555,MISS,akamai,twcny
3448,200,5931,56.5779209136963,HIT,akamai,twcny
3449,200,4911,106.247901916504,MISS,akamai,twcny
3449,200,4911,62.0291233062744,HIT,akamai,twcny
3450,200,4829,98.099946975708,MISS,akamai,twcny
3450,200,4829,53.2910823822021,HIT,akamai,twcny
3451,200,15109,154.061794281006,MISS,akamai,twcny
3451,200,15109,136.528015136719,HIT,akamai,twcny
3452,200,5810,132.169008255005,MISS,akamai,twcny
3452,200,5810,59.0460300445557,HIT,akamai,twcny
3453,200,16731,154.719829559326,MISS,akamai,twcny
3453,200,16731,102.277994155884,HIT,akamai,twcny
3454,200,14739,121.241092681885,MISS,akamai,twcny
3454,200,14739,145.998001098633,HIT,akamai,twcny
3455,200,43288,231.354951858521,MISS,akamai,twcny
3455,200,43288,183.161020278931,HIT,akamai,twcny
3456,200,3221,117.154121398926,MISS,akamai,twcny
3456,200,3221,67.9399967193604,HIT,akamai,twcny
3457,200,9453,146.795034408569,MISS,akamai,twcny
3457,200,9453,80.0909996032715,HIT,akamai,twcny
3458,200,2317,118.359088897705,MISS,akamai,twcny
3458,200,2317,55.3939342498779,HIT,akamai,twcny
3459,200,6628,106.864929199219,MISS,akamai,twcny
3459,200,6628,58.2609176635742,HIT,akamai,twcny
3460,200,8403,131.911993026733,MISS,akamai,twcny
3460,200,8403,79.2140960693359,HIT,akamai,twcny
3461,200,25082,169.830083847046,MISS,akamai,twcny
3461,200,25082,125.32901763916,HIT,akamai,twcny
3462,200,233566,420.909881591797,MISS,akamai,twcny
3462,200,233566,357.699155807495,HIT,akamai,twcny
3463,200,61846,251.477003097534,MISS,akamai,twcny
3463,200,61846,176.074981689453,HIT,akamai,twcny
3464,200,21811,159.941911697388,MISS,akamai,twcny
3464,200,21811,107.182025909424,HIT,akamai,twcny
3465,200,52409,247.02787399292,MISS,akamai,twcny
3465,200,52409,176.795959472656,HIT,akamai,twcny
3466,200,52409,251.39594078064,MISS,akamai,twcny
3466,200,52409,185.365915298462,HIT,akamai,twcny
3467,200,76540,258.219003677368,MISS,akamai,twcny
3467,200,76540,213.271141052246,HIT,akamai,twcny
3468,200,39777,187.440872192383,MISS,akamai,twcny
3468,200,39777,186.511039733887,HIT,akamai,twcny
3469,200,76540,253.242969512939,MISS,akamai,twcny
3469,200,76540,229.596138000488,HIT,akamai,twcny
3470,200,7243,148.024082183838,MISS,akamai,twcny
3470,200,7243,72.9448795318604,HIT,akamai,twcny
3471,200,7243,140.285968780518,MISS,akamai,twcny
3471,200,7243,76.9670009613037,HIT,akamai,twcny
3472,200,22241,157.00101852417,MISS,akamai,twcny
3472,200,22241,109.414100646973,HIT,akamai,twcny
3473,200,22241,167.979001998901,MISS,akamai,twcny
3473,200,22241,117.652893066406,HIT,akamai,twcny
3474,200,4222,109.016895294189,MISS,akamai,twcny
3474,200,4222,59.1139793395996,HIT,akamai,twcny
3475,200,4222,107.015132904053,MISS,akamai,twcny
3475,200,4222,58.6450099945068,HIT,akamai,twcny
3476,200,348773,416.417837142944,MISS,akamai,twcny
3476,200,348773,422.673940658569,HIT,akamai,twcny
3477,200,514576,592.888832092285,MISS,akamai,twcny
