url_num,code,content-length,ms,hit/miss,isp,cdn
1,200,8137,43.1389808654785,HIT,eu-west-1,edgecast
2,200,218554,95.0839519500732,HIT,eu-west-1,edgecast
3,200,218554,90.925931930542,HIT,eu-west-1,edgecast
4,200,11656,35.1231098175049,HIT,eu-west-1,edgecast
5,200,15608,41.6760444641113,HIT,eu-west-1,edgecast
6,200,15608,53.4501075744629,HIT,eu-west-1,edgecast
7,200,44959,1029.83522415161,MISS,eu-west-1,edgecast
7,200,44959,53.7900924682617,HIT,eu-west-1,edgecast
8,200,30196,55.1600456237793,HIT,eu-west-1,edgecast
9,200,34888,999.072074890137,MISS,eu-west-1,edgecast
9,200,34888,64.9809837341309,HIT,eu-west-1,edgecast
10,200,34720,1071.99907302856,MISS,eu-west-1,edgecast
10,200,34720,145.353078842163,HIT,eu-west-1,edgecast
11,200,34720,52.2849559783936,HIT,eu-west-1,edgecast
12,200,49273,80.5020332336426,HIT,eu-west-1,edgecast
13,200,49273,68.3908462524414,HIT,eu-west-1,edgecast
14,200,32032,150.763988494873,HIT,eu-west-1,edgecast
15,200,32032,43.7719821929932,HIT,eu-west-1,edgecast
16,200,3092,35.7580184936523,HIT,eu-west-1,edgecast
17,200,3092,36.0500812530518,HIT,eu-west-1,edgecast
18,200,131943,79.1170597076416,HIT,eu-west-1,edgecast
19,200,7739,35.5498790740967,HIT,eu-west-1,edgecast
20,200,5605,51.6421794891357,HIT,eu-west-1,edgecast
21,200,6590,118.075132369995,HIT,eu-west-1,edgecast
22,200,18709,1217.23103523254,MISS,eu-west-1,edgecast
22,200,18709,61.4099502563477,HIT,eu-west-1,edgecast
23,200,6052,38.5019779205322,HIT,eu-west-1,edgecast
24,200,15348,51.8269538879395,HIT,eu-west-1,edgecast
25,200,13694,251.549005508423,MISS,eu-west-1,edgecast
25,200,13694,37.6038551330566,HIT,eu-west-1,edgecast
26,200,37540,52.1118640899658,HIT,eu-west-1,edgecast
27,200,3610,41.3517951965332,HIT,eu-west-1,edgecast
28,200,9143,30.318021774292,HIT,eu-west-1,edgecast
29,200,2658,37.86301612854,HIT,eu-west-1,edgecast
30,200,6828,29.2069911956787,HIT,eu-west-1,edgecast
31,200,6853,36.4699363708496,HIT,eu-west-1,edgecast
32,200,18426,60.3880882263184,HIT,eu-west-1,edgecast
33,200,258706,93.904972076416,HIT,eu-west-1,edgecast
34,200,66190,57.9369068145752,HIT,eu-west-1,edgecast
35,200,24015,61.7039203643799,HIT,eu-west-1,edgecast
36,200,60043,56.6399097442627,HIT,eu-west-1,edgecast
37,200,60043,56.2119483947754,HIT,eu-west-1,edgecast
38,200,87593,117.54298210144,HIT,eu-west-1,edgecast
39,200,87593,131.530046463013,HIT,eu-west-1,edgecast
40,200,8817,716.861963272095,MISS,eu-west-1,edgecast
40,200,8817,49.6089458465576,HIT,eu-west-1,edgecast
41,200,8817,41.9819355010986,HIT,eu-west-1,edgecast
42,200,26487,51.6221523284912,HIT,eu-west-1,edgecast
43,200,26487,60.8689785003662,HIT,eu-west-1,edgecast
44,200,5367,30.7900905609131,HIT,eu-west-1,edgecast
45,200,5367,29.1938781738281,HIT,eu-west-1,edgecast
46,200,423600,138.045072555542,HIT,eu-west-1,edgecast
47,200,638502,177.129983901978,HIT,eu-west-1,edgecast
48,200,638502,141.439914703369,HIT,eu-west-1,edgecast
49,200,8013,42.7901744842529,HIT,eu-west-1,edgecast
50,200,12205,49.3700504302979,HIT,eu-west-1,edgecast
51,200,894353,204.340934753418,HIT,eu-west-1,edgecast
52,200,153220,112.244844436646,HIT,eu-west-1,edgecast
53,200,39202,73.2738971710205,HIT,eu-west-1,edgecast
54,200,32301,53.0319213867188,HIT,eu-west-1,edgecast
55,200,22515,41.6131019592285,HIT,eu-west-1,edgecast
56,200,1101,35.09521484375,HIT,eu-west-1,edgecast
57,200,4753,28.9168357849121,HIT,eu-west-1,edgecast
58,200,28151,61.2039566040039,HIT,eu-west-1,edgecast
59,200,19403,51.2931346893311,HIT,eu-west-1,edgecast
60,200,7349,36.0119342803955,HIT,eu-west-1,edgecast
61,200,186533,99.5869636535645,HIT,eu-west-1,edgecast
62,200,10230,35.0368022918701,HIT,eu-west-1,edgecast
63,200,10230,27.83203125,HIT,eu-west-1,edgecast
64,200,13548,296.175003051758,MISS,eu-west-1,edgecast
64,200,13548,36.5290641784668,HIT,eu-west-1,edgecast
65,200,13548,35.3739261627197,HIT,eu-west-1,edgecast
66,200,25876,42.4511432647705,HIT,eu-west-1,edgecast
67,200,30148,41.7439937591553,HIT,eu-west-1,edgecast
68,200,29828,59.7751140594482,HIT,eu-west-1,edgecast
69,200,42386,433.793067932129,MISS,eu-west-1,edgecast
69,200,42386,45.4909801483154,HIT,eu-west-1,edgecast
70,200,26931,63.9340877532959,HIT,eu-west-1,edgecast
71,200,2938,41.6209697723389,HIT,eu-west-1,edgecast
72,200,115172,116.517066955566,HIT,eu-west-1,edgecast
73,200,6919,36.700963973999,HIT,eu-west-1,edgecast
74,200,5175,42.2840118408203,HIT,eu-west-1,edgecast
75,200,6341,45.0270175933838,HIT,eu-west-1,edgecast
76,200,17441,42.6239967346191,HIT,eu-west-1,edgecast
77,200,5307,258.538007736206,MISS,eu-west-1,edgecast
77,200,5307,34.9760055541992,HIT,eu-west-1,edgecast
78,200,13335,579.109191894531,MISS,eu-west-1,edgecast
78,200,13335,49.5579242706299,HIT,eu-west-1,edgecast
79,200,11794,349.233865737915,MISS,eu-west-1,edgecast
79,200,11794,30.0889015197754,HIT,eu-west-1,edgecast
80,200,32027,415.76099395752,MISS,eu-west-1,edgecast
80,200,32027,148.614883422852,HIT,eu-west-1,edgecast
81,200,3263,28.4628868103027,HIT,eu-west-1,edgecast
82,200,7931,40.442943572998,HIT,eu-west-1,edgecast
83,200,2446,35.520076751709,HIT,eu-west-1,edgecast
84,200,5980,30.0490856170654,HIT,eu-west-1,edgecast
85,200,6053,35.3400707244873,HIT,eu-west-1,edgecast
86,200,16031,66.7438507080078,HIT,eu-west-1,edgecast
87,200,230208,1392.08102226257,MISS,eu-west-1,edgecast
87,200,230208,166.269063949585,HIT,eu-west-1,edgecast
88,200,57620,204.912900924683,HIT,eu-west-1,edgecast
89,200,20745,51.0389804840088,HIT,eu-west-1,edgecast
90,200,55474,901.592016220093,MISS,eu-west-1,edgecast
90,200,55474,130.008935928345,HIT,eu-west-1,edgecast
91,200,81448,69.1819190979004,HIT,eu-west-1,edgecast
92,200,81448,78.9568424224854,HIT,eu-west-1,edgecast
93,200,8590,39.4971370697021,HIT,eu-west-1,edgecast
94,200,8590,49.5591163635254,HIT,eu-west-1,edgecast
95,200,24798,52.7482032775879,HIT,eu-west-1,edgecast
96,200,24798,55.8140277862549,HIT,eu-west-1,edgecast
97,200,5125,36.8809700012207,HIT,eu-west-1,edgecast
98,200,408445,155.267953872681,HIT,eu-west-1,edgecast
99,200,619936,140.227794647217,HIT,eu-west-1,edgecast
100,200,619936,212.179899215698,HIT,eu-west-1,edgecast
101,200,7490,150.635004043579,MISS,eu-west-1,edgecast
101,200,7490,50.7011413574219,HIT,eu-west-1,edgecast
102,200,9786,35.6519222259521,HIT,eu-west-1,edgecast
103,200,135050,509.971857070923,MISS,eu-west-1,edgecast
103,200,135050,108.043909072876,HIT,eu-west-1,edgecast
104,200,33872,50.8918762207031,HIT,eu-west-1,edgecast
105,200,27795,52.2210597991943,HIT,eu-west-1,edgecast
106,200,19650,416.375160217285,MISS,eu-west-1,edgecast
106,200,19650,61.8889331817627,HIT,eu-west-1,edgecast
107,200,1069,175.879955291748,MISS,eu-west-1,edgecast
107,200,1069,39.107084274292,HIT,eu-west-1,edgecast
108,200,4325,35.311222076416,HIT,eu-west-1,edgecast
109,200,26045,41.6660308837891,HIT,eu-west-1,edgecast
110,200,17389,52.2298812866211,HIT,eu-west-1,edgecast
111,200,7912,28.6579132080078,HIT,eu-west-1,edgecast
112,200,7912,35.775899887085,HIT,eu-west-1,edgecast
113,200,225595,1941.63298606873,MISS,eu-west-1,edgecast
113,200,225595,162.9798412323,HIT,eu-west-1,edgecast
114,200,11752,29.4890403747559,HIT,eu-west-1,edgecast
115,200,11752,52.9961585998535,HIT,eu-west-1,edgecast
116,200,15178,51.1391162872314,HIT,eu-west-1,edgecast
117,200,15178,41.6369438171387,HIT,eu-west-1,edgecast
118,200,46697,54.4650554656982,HIT,eu-west-1,edgecast
119,200,30050,53.4582138061523,HIT,eu-west-1,edgecast
120,200,30050,70.3661441802979,HIT,eu-west-1,edgecast
121,200,34773,40.4820442199707,HIT,eu-west-1,edgecast
122,200,6289,34.390926361084,HIT,eu-west-1,edgecast
123,200,34524,60.5959892272949,HIT,eu-west-1,edgecast
124,200,49736,67.9299831390381,HIT,eu-west-1,edgecast
125,200,31640,52.9680252075195,HIT,eu-west-1,edgecast
126,200,31640,253.16309928894,MISS,eu-west-1,edgecast
126,200,31640,55.9179782867432,HIT,eu-west-1,edgecast
127,200,2987,45.5820560455322,HIT,eu-west-1,edgecast
128,200,2987,74.2731094360352,HIT,eu-west-1,edgecast
129,200,136768,99.3349552154541,HIT,eu-west-1,edgecast
130,200,7495,30.6220054626465,HIT,eu-west-1,edgecast
131,200,5376,30.7929515838623,HIT,eu-west-1,edgecast
132,200,6595,45.5210208892822,HIT,eu-west-1,edgecast
133,200,18806,52.2410869598389,HIT,eu-west-1,edgecast
134,200,5798,35.6559753417969,HIT,eu-west-1,edgecast
135,200,15416,53.5221099853516,HIT,eu-west-1,edgecast
136,200,13573,48.4399795532227,HIT,eu-west-1,edgecast
137,200,38276,41.5139198303223,HIT,eu-west-1,edgecast
138,200,3343,28.1939506530762,HIT,eu-west-1,edgecast
139,200,8920,547.226905822754,MISS,eu-west-1,edgecast
139,200,8920,30.5218696594238,HIT,eu-west-1,edgecast
140,200,2531,38.989782333374,HIT,eu-west-1,edgecast
141,200,6526,36.6029739379883,HIT,eu-west-1,edgecast
142,200,6743,180.682182312012,MISS,eu-west-1,edgecast
142,200,6743,28.7609100341797,HIT,eu-west-1,edgecast
143,200,18470,41.2309169769287,HIT,eu-west-1,edgecast
144,200,274052,1236.71007156372,MISS,eu-west-1,edgecast
144,200,274052,180.001020431519,HIT,eu-west-1,edgecast
145,200,67339,68.5479640960693,HIT,eu-west-1,edgecast
146,200,23666,46.1220741271973,HIT,eu-west-1,edgecast
147,200,63069,68.8118934631348,HIT,eu-west-1,edgecast
148,200,63069,61.1028671264648,HIT,eu-west-1,edgecast
149,200,93066,87.1479511260986,HIT,eu-west-1,edgecast
150,200,47752,57.2171211242676,HIT,eu-west-1,edgecast
151,200,93066,114.073991775513,HIT,eu-west-1,edgecast
152,200,8808,35.6998443603516,HIT,eu-west-1,edgecast
153,200,8808,36.4511013031006,HIT,eu-west-1,edgecast
154,200,26890,400.098085403442,MISS,eu-west-1,edgecast
154,200,26890,53.6561012268066,HIT,eu-west-1,edgecast
155,200,26890,1030.71689605713,MISS,eu-west-1,edgecast
155,200,26890,70.8010196685791,HIT,eu-west-1,edgecast
156,200,5424,35.6030464172363,HIT,eu-west-1,edgecast
157,200,5424,34.8880290985107,HIT,eu-west-1,edgecast
158,200,473052,1253.27515602112,MISS,eu-west-1,edgecast
158,200,473052,159.843921661377,HIT,eu-west-1,edgecast
159,200,716281,218.509912490845,HIT,eu-west-1,edgecast
160,200,716281,188.260078430176,HIT,eu-west-1,edgecast
161,200,8292,275.387048721313,MISS,eu-west-1,edgecast
161,200,8292,36.2458229064941,HIT,eu-west-1,edgecast
162,200,12925,35.7780456542969,HIT,eu-west-1,edgecast
163,200,1016002,157.850980758667,HIT,eu-west-1,edgecast
164,200,159936,80.4870128631592,HIT,eu-west-1,edgecast
165,200,39219,60.8890056610107,HIT,eu-west-1,edgecast
166,200,32148,51.5999794006348,HIT,eu-west-1,edgecast
167,200,22229,60.7609748840332,HIT,eu-west-1,edgecast
168,200,767,36.2870693206787,HIT,eu-west-1,edgecast
169,200,4605,82.1318626403809,HIT,eu-west-1,edgecast
170,200,28650,53.1668663024902,HIT,eu-west-1,edgecast
171,200,19251,64.039945602417,HIT,eu-west-1,edgecast
172,200,7266,29.1049480438232,HIT,eu-west-1,edgecast
173,200,184116,121.412038803101,HIT,eu-west-1,edgecast
174,200,184116,152.945995330811,HIT,eu-west-1,edgecast
175,200,10230,35.1400375366211,HIT,eu-west-1,edgecast
176,200,10230,28.1698703765869,HIT,eu-west-1,edgecast
177,200,13224,42.9348945617676,HIT,eu-west-1,edgecast
178,200,13224,36.4859104156494,HIT,eu-west-1,edgecast
179,200,25814,50.8718490600586,HIT,eu-west-1,edgecast
180,200,29513,573.893070220947,MISS,eu-west-1,edgecast
180,200,29513,53.1001091003418,HIT,eu-west-1,edgecast
181,200,29332,53.1668663024902,HIT,eu-west-1,edgecast
182,200,29332,53.0710220336914,HIT,eu-west-1,edgecast
183,200,41855,711.605072021484,MISS,eu-west-1,edgecast
183,200,41855,73.7690925598145,HIT,eu-west-1,edgecast
184,200,26295,52.4320602416992,HIT,eu-west-1,edgecast
185,200,2810,36.4570617675781,HIT,eu-west-1,edgecast
186,200,2810,27.8959274291992,HIT,eu-west-1,edgecast
187,200,112720,68.7758922576904,HIT,eu-west-1,edgecast
188,200,6699,34.6791744232178,HIT,eu-west-1,edgecast
189,200,6699,34.9349975585938,HIT,eu-west-1,edgecast
190,200,5135,35.1598262786865,HIT,eu-west-1,edgecast
191,200,5984,35.3879928588867,HIT,eu-west-1,edgecast
192,200,16257,40.1639938354492,HIT,eu-west-1,edgecast
193,200,4858,36.1800193786621,HIT,eu-west-1,edgecast
194,200,12156,35.4328155517578,HIT,eu-west-1,edgecast
195,200,10816,166.630029678345,MISS,eu-west-1,edgecast
195,200,10816,42.3469543457031,HIT,eu-west-1,edgecast
196,200,29642,254.126071929932,MISS,eu-west-1,edgecast
196,200,29642,44.8479652404785,HIT,eu-west-1,edgecast
197,200,2937,205.82389831543,HIT,eu-west-1,edgecast
198,200,7306,29.1321277618408,HIT,eu-west-1,edgecast
199,200,2278,34.8608493804932,HIT,eu-west-1,edgecast
200,200,5377,36.6880893707275,HIT,eu-west-1,edgecast
201,200,5822,49.7391223907471,HIT,eu-west-1,edgecast
202,200,15173,59.938907623291,HIT,eu-west-1,edgecast
203,200,224391,258.962154388428,HIT,eu-west-1,edgecast
204,200,57032,97.7499485015869,HIT,eu-west-1,edgecast
205,200,20394,40.0519371032715,HIT,eu-west-1,edgecast
206,200,52219,79.3302059173584,HIT,eu-west-1,edgecast
207,200,77288,54.5949935913086,HIT,eu-west-1,edgecast
208,200,77288,68.5350894927979,HIT,eu-west-1,edgecast
209,200,8032,41.6309833526611,HIT,eu-west-1,edgecast
210,200,8032,114.166021347046,HIT,eu-west-1,edgecast
211,200,23087,70.0581073760986,HIT,eu-west-1,edgecast
212,200,23087,42.5832271575928,HIT,eu-west-1,edgecast
213,200,4870,35.7730388641357,HIT,eu-west-1,edgecast
214,200,382326,2205.09815216064,MISS,eu-west-1,edgecast
214,200,382326,152.445077896118,HIT,eu-west-1,edgecast
215,200,579095,159.036159515381,HIT,eu-west-1,edgecast
216,200,579095,1785.30883789062,MISS,eu-west-1,edgecast
216,200,579095,217.741966247559,HIT,eu-west-1,edgecast
217,200,7243,48.9349365234375,HIT,eu-west-1,edgecast
218,200,11256,42.147159576416,HIT,eu-west-1,edgecast
219,200,131830,145.792007446289,HIT,eu-west-1,edgecast
220,200,33312,52.6549816131592,HIT,eu-west-1,edgecast
221,200,27388,63.9760494232178,HIT,eu-west-1,edgecast
222,200,19110,134.665966033936,HIT,eu-west-1,edgecast
223,200,607,49.3159294128418,HIT,eu-west-1,edgecast
224,200,4285,196.138143539429,MISS,eu-west-1,edgecast
224,200,4285,41.2490367889404,HIT,eu-west-1,edgecast
225,200,24052,59.0648651123047,HIT,eu-west-1,edgecast
