url_num,code,content-length,ms,hit/miss,isp,cdn
8057,200,33998,682.603120803833,MISS,eu-west-1,akamai
8057,200,33998,12.2110843658447,MISS,eu-west-1,akamai
8057,200,33998,9.56606864929199,HIT,eu-west-1,akamai
8058,200,36093,400.187015533447,MISS,eu-west-1,akamai
8058,200,36093,10.7600688934326,MISS,eu-west-1,akamai
8058,200,36093,9.74798202514648,HIT,eu-west-1,akamai
8059,200,49523,394.753932952881,MISS,eu-west-1,akamai
8059,200,49523,13.329029083252,MISS,eu-west-1,akamai
8059,200,49523,14.1079425811768,HIT,eu-west-1,akamai
8060,200,32606,395.251035690308,MISS,eu-west-1,akamai
8060,200,32606,11.6479396820068,MISS,eu-west-1,akamai
8060,200,32606,11.0118389129639,HIT,eu-west-1,akamai
8061,200,2632,184.772968292236,MISS,eu-west-1,akamai
8061,200,2632,8.42809677124023,MISS,eu-west-1,akamai
8061,200,2632,6.69288635253906,HIT,eu-west-1,akamai
8062,200,140022,847.143173217773,MISS,eu-west-1,akamai
8062,200,140022,16.0250663757324,MISS,eu-west-1,akamai
8062,200,140022,15.2180194854736,HIT,eu-west-1,akamai
8063,200,6525,475.547075271606,MISS,eu-west-1,akamai
8063,200,6525,8.70084762573242,MISS,eu-west-1,akamai
8063,200,6525,7.33208656311035,HIT,eu-west-1,akamai
8064,200,4758,194.244861602783,MISS,eu-west-1,akamai
8064,200,4758,9.3848705291748,MISS,eu-west-1,akamai
8064,200,4758,6.80994987487793,HIT,eu-west-1,akamai
8065,200,5472,219.894886016846,MISS,eu-west-1,akamai
8065,200,5472,8.3770751953125,MISS,eu-west-1,akamai
8065,200,5472,6.9730281829834,HIT,eu-west-1,akamai
8066,200,17048,298.811912536621,MISS,eu-west-1,akamai
8066,200,17048,7.90286064147949,MISS,eu-west-1,akamai
8066,200,17048,9.28401947021484,HIT,eu-west-1,akamai
8067,200,6233,210.592985153198,MISS,eu-west-1,akamai
8067,200,6233,7.23409652709961,MISS,eu-west-1,akamai
8067,200,6233,9.6888542175293,HIT,eu-west-1,akamai
8068,200,19265,315.637826919556,MISS,eu-west-1,akamai
8068,200,19265,10.9541416168213,MISS,eu-west-1,akamai
8068,200,19265,8.81505012512207,HIT,eu-west-1,akamai
8069,200,16688,372.123003005981,MISS,eu-west-1,akamai
8069,200,16688,8.7730884552002,MISS,eu-west-1,akamai
8069,200,16688,10.0021362304688,HIT,eu-west-1,akamai
8070,200,53867,480.851173400879,MISS,eu-west-1,akamai
8070,200,53867,13.6001110076904,MISS,eu-west-1,akamai
8070,200,53867,15.733003616333,HIT,eu-west-1,akamai
8071,200,3523,191.498994827271,MISS,eu-west-1,akamai
8071,200,3523,8.92400741577148,MISS,eu-west-1,akamai
8071,200,3523,6.01696968078613,HIT,eu-west-1,akamai
8072,200,10354,198.476076126099,MISS,eu-west-1,akamai
8072,200,10354,9.23299789428711,MISS,eu-west-1,akamai
8072,200,10354,11.2450122833252,HIT,eu-west-1,akamai
8073,200,2481,187.628984451294,MISS,eu-west-1,akamai
8073,200,2481,7.25603103637695,MISS,eu-west-1,akamai
8073,200,2481,6.8659782409668,HIT,eu-west-1,akamai
8074,200,7215,260.185956954956,MISS,eu-west-1,akamai
8074,200,7215,12.3169422149658,MISS,eu-west-1,akamai
8074,200,7215,7.64918327331543,HIT,eu-west-1,akamai
8075,200,8297,298.516035079956,MISS,eu-west-1,akamai
8075,200,8297,9.40895080566406,MISS,eu-west-1,akamai
8075,200,8297,10.5249881744385,HIT,eu-west-1,akamai
8076,200,28150,396.408081054688,MISS,eu-west-1,akamai
8076,200,28150,10.6079578399658,MISS,eu-west-1,akamai
8076,200,28150,9.34886932373047,HIT,eu-west-1,akamai
8077,200,281623,828.185081481934,MISS,eu-west-1,akamai
8077,200,281623,19.3769931793213,MISS,eu-west-1,akamai
8077,200,281623,23.3089923858643,HIT,eu-west-1,akamai
8078,200,67972,496.035099029541,MISS,eu-west-1,akamai
8078,200,67972,13.2830142974854,MISS,eu-west-1,akamai
8078,200,67972,10.7710361480713,HIT,eu-west-1,akamai
8079,200,22763,299.046993255615,MISS,eu-west-1,akamai
8079,200,22763,8.5299015045166,MISS,eu-west-1,akamai
8079,200,22763,10.3368759155273,HIT,eu-west-1,akamai
8080,200,61469,393.573999404907,MISS,eu-west-1,akamai
8080,200,61469,13.077974319458,MISS,eu-west-1,akamai
8080,200,61469,13.3309364318848,HIT,eu-west-1,akamai
8081,200,61469,333.75096321106,MISS,eu-west-1,akamai
8081,200,61469,13.3299827575684,MISS,eu-west-1,akamai
8081,200,61469,12.1829509735107,HIT,eu-west-1,akamai
8082,200,61469,13.1769180297852,HIT,eu-west-1,akamai
8083,200,91793,387.089014053345,MISS,eu-west-1,akamai
8083,200,91793,13.5679244995117,MISS,eu-west-1,akamai
8083,200,91793,36.3121032714844,HIT,eu-west-1,akamai
8084,200,91793,493.076801300049,MISS,eu-west-1,akamai
8084,200,91793,19.7169780731201,HIT,eu-west-1,akamai
8085,200,7827,252.851963043213,MISS,eu-west-1,akamai
8085,200,7827,8.27598571777344,MISS,eu-west-1,akamai
8085,200,7827,8.30197334289551,HIT,eu-west-1,akamai
8086,200,7827,145.337104797363,MISS,eu-west-1,akamai
8086,200,7827,9.47999954223633,MISS,eu-west-1,akamai
8086,200,7827,6.59394264221191,HIT,eu-west-1,akamai
8087,200,25229,795.221090316772,MISS,eu-west-1,akamai
8087,200,25229,8.73804092407227,MISS,eu-west-1,akamai
8087,200,25229,10.2658271789551,HIT,eu-west-1,akamai
8088,200,25229,419.938087463379,MISS,eu-west-1,akamai
8088,200,25229,11.8551254272461,MISS,eu-west-1,akamai
8088,200,25229,8.89396667480469,HIT,eu-west-1,akamai
8089,200,4231,210.799932479858,MISS,eu-west-1,akamai
8089,200,4231,7.54785537719727,MISS,eu-west-1,akamai
8089,200,4231,6.47401809692383,HIT,eu-west-1,akamai
8090,200,468457,979.757070541382,MISS,eu-west-1,akamai
8090,200,468457,24.9569416046143,MISS,eu-west-1,akamai
8090,200,468457,26.4580249786377,HIT,eu-west-1,akamai
8091,200,706450,1099.41911697388,MISS,eu-west-1,akamai
8091,200,706450,59.6928596496582,MISS,eu-west-1,akamai
8091,200,706450,69.7200298309326,HIT,eu-west-1,akamai
8092,200,706450,1037.8589630127,MISS,eu-west-1,akamai
